ticket_id,user_id,issue_type,created_at,resolved_at,resolution_days,resolved,satisfaction_score
TKT001053,USR02455,app_crash,2026-04-12 15:41:09,2026-04-18 15:41:09,6,True,4
TKT001054,USR07298,money_not_received,2026-03-13 15:41:09,2026-03-15 15:41:09,2,True,4
TKT001055,USR07939,transaction_failed,2025-10-04 15:41:09,2025-10-13 15:41:09,9,True,4
TKT001056,USR00506,app_crash,2025-08-21 15:41:09,2025-08-24 15:41:09,3,True,3
TKT001057,USR01832,transaction_failed,2026-03-21 15:41:09,2026-03-25 15:41:09,4,True,3
TKT001058,USR07047,app_crash,2026-04-08 15:41:09,2026-04-18 15:41:09,10,True,5
TKT001059,USR07047,app_crash,2025-08-17 15:41:09,2025-08-29 15:41:09,12,True,3
TKT001060,USR04714,app_crash,2026-01-08 15:41:09,2026-01-13 15:41:09,5,True,5
TKT001061,USR04714,account_blocked,2026-03-26 15:41:09,2026-04-08 15:41:09,13,True,4
TKT001062,USR05862,account_blocked,2025-10-04 15:41:09,2025-10-12 15:41:09,8,False,5
TKT001063,USR03015,app_crash,2025-09-03 15:41:09,2025-09-16 15:41:09,13,True,3
TKT001064,USR03015,money_not_received,2026-03-05 15:41:09,2026-03-08 15:41:09,3,False,3
TKT001065,USR09357,app_crash,2026-04-26 15:41:09,2026-05-09 15:41:09,13,True,4
TKT001066,USR08457,app_crash,2025-09-01 15:41:09,2025-09-03 15:41:09,2,True,3
TKT001067,USR04404,transaction_failed,2026-02-09 15:41:09,2026-02-18 15:41:09,9,True,3
TKT001068,USR04404,transaction_failed,2025-11-30 15:41:09,2025-12-12 15:41:09,12,True,3
TKT001069,USR04404,app_crash,2026-01-31 15:41:09,2026-02-10 15:41:09,10,True,2
TKT001070,USR04404,kyc_issue,2025-08-20 15:41:09,2025-08-21 15:41:09,1,False,2
TKT001071,USR04404,money_not_received,2026-04-18 15:41:09,2026-04-19 15:41:09,1,True,5
TKT001072,USR01668,money_not_received,2025-10-27 15:41:09,2025-11-06 15:41:09,10,True,4
TKT001073,USR01668,transaction_failed,2026-01-23 15:41:09,2026-01-27 15:41:09,4,False,5
TKT001074,USR07420,kyc_issue,2025-11-21 15:41:09,2025-11-25 15:41:09,4,True,4
TKT001075,USR00983,kyc_issue,2025-10-04 15:41:09,2025-10-06 15:41:09,2,True,5
TKT001076,USR00983,transaction_failed,2026-05-22 15:41:09,2026-05-26 15:41:09,4,True,5
TKT001077,USR00983,app_crash,2026-03-27 15:41:09,2026-04-08 15:41:09,12,True,5
TKT001078,USR00983,general_query,2026-05-06 15:41:09,2026-05-17 15:41:09,11,False,3
TKT001079,USR01527,transaction_failed,2025-11-27 15:41:09,2025-12-06 15:41:09,9,True,4
TKT001080,USR05858,money_not_received,2025-11-12 15:41:09,2025-11-25 15:41:09,13,True,5
TKT001081,USR01334,transaction_failed,2026-04-16 15:41:09,2026-04-25 15:41:09,9,False,4
TKT001082,USR06387,transaction_failed,2026-05-28 15:41:09,2026-06-07 15:41:09,10,True,3
TKT001083,USR06387,wrong_charge,2026-01-17 15:41:09,2026-01-19 15:41:09,2,True,3
TKT001084,USR06387,app_crash,2025-09-04 15:41:09,2025-09-09 15:41:09,5,True,4
TKT001085,USR04455,transaction_failed,2026-02-21 15:41:09,2026-02-27 15:41:09,6,True,3
TKT001086,USR00982,money_not_received,2025-11-03 15:41:09,2025-11-15 15:41:09,12,True,3
TKT001087,USR00982,transaction_failed,2025-09-05 15:41:09,2025-09-06 15:41:09,1,False,4
TKT001088,USR05365,account_blocked,2025-09-07 15:41:09,2025-09-14 15:41:09,7,True,4
TKT001089,USR06025,money_not_received,2026-02-07 15:41:09,2026-02-11 15:41:09,4,True,5
TKT001090,USR06025,kyc_issue,2025-09-05 15:41:09,2025-09-11 15:41:09,6,True,5
TKT001091,USR06731,kyc_issue,2025-12-18 15:41:09,2025-12-30 15:41:09,12,True,5
TKT001092,USR04262,account_blocked,2026-04-03 15:41:09,2026-04-16 15:41:09,13,True,4
TKT001093,USR04081,account_blocked,2026-02-10 15:41:09,2026-02-18 15:41:09,8,False,3
TKT001094,USR07684,money_not_received,2026-04-28 15:41:09,2026-05-05 15:41:09,7,True,5
TKT001095,USR06504,transaction_failed,2025-08-27 15:41:09,2025-09-06 15:41:09,10,False,5
TKT001096,USR06162,money_not_received,2026-02-28 15:41:09,2026-03-02 15:41:09,2,True,3
TKT001097,USR06848,wrong_charge,2026-05-23 15:41:09,2026-05-25 15:41:09,2,True,3
TKT001098,USR03356,app_crash,2025-12-17 15:41:09,2025-12-30 15:41:09,13,True,3
TKT001099,USR06234,kyc_issue,2026-04-11 15:41:09,2026-04-23 15:41:09,12,True,3
TKT001100,USR05624,app_crash,2026-04-21 15:41:09,2026-04-22 15:41:09,1,True,4
TKT001101,USR05624,transaction_failed,2025-10-05 15:41:09,2025-10-17 15:41:09,12,True,3
TKT001102,USR05624,app_crash,2025-09-12 15:41:09,2025-09-19 15:41:09,7,True,4
TKT001103,USR02952,money_not_received,2025-10-29 15:41:09,2025-11-11 15:41:09,13,True,5
TKT001104,USR08404,transaction_failed,2025-10-25 15:41:09,2025-10-30 15:41:09,5,True,3
TKT001105,USR04662,money_not_received,2026-01-11 15:41:09,2026-01-13 15:41:09,2,True,3
TKT001106,USR03232,account_blocked,2026-04-22 15:41:09,2026-04-27 15:41:09,5,False,3
TKT001107,USR08682,transaction_failed,2026-03-07 15:41:09,2026-03-19 15:41:09,12,True,3
TKT001108,USR08682,account_blocked,2025-09-16 15:41:09,2025-09-24 15:41:09,8,True,5
TKT001109,USR08682,transaction_failed,2025-11-28 15:41:09,2025-12-07 15:41:09,9,True,5
TKT001110,USR02497,transaction_failed,2025-12-26 15:41:09,2026-01-03 15:41:09,8,True,5
TKT001111,USR02497,transaction_failed,2025-09-20 15:41:09,2025-09-26 15:41:09,6,True,3
TKT001112,USR00106,app_crash,2026-02-09 15:41:09,2026-02-17 15:41:09,8,True,5
TKT001113,USR08486,transaction_failed,2026-05-17 15:41:09,2026-05-27 15:41:09,10,True,4
TKT001114,USR03497,kyc_issue,2026-05-06 15:41:09,2026-05-17 15:41:09,11,True,3
TKT001115,USR04445,money_not_received,2026-01-08 15:41:09,2026-01-14 15:41:09,6,True,5
TKT001116,USR04445,kyc_issue,2026-01-19 15:41:09,2026-01-21 15:41:09,2,False,2
TKT001117,USR04445,money_not_received,2025-12-21 15:41:09,2025-12-26 15:41:09,5,True,5
TKT001118,USR04445,account_blocked,2026-02-24 15:41:09,2026-03-05 15:41:09,9,True,1
TKT001119,USR04445,kyc_issue,2026-01-10 15:41:09,2026-01-16 15:41:09,6,True,3
TKT001120,USR04445,money_not_received,2025-10-15 15:41:09,2025-10-23 15:41:09,8,True,1
TKT001121,USR04445,account_blocked,2025-08-18 15:41:09,2025-08-28 15:41:09,10,True,3
TKT001122,USR04445,app_crash,2025-12-05 15:41:09,2025-12-17 15:41:09,12,True,4
TKT001123,USR04445,kyc_issue,2025-09-15 15:41:09,2025-09-28 15:41:09,13,True,1
TKT001124,USR05781,app_crash,2026-02-23 15:41:09,2026-03-05 15:41:09,10,True,3
TKT001125,USR05781,transaction_failed,2025-11-20 15:41:09,2025-12-03 15:41:09,13,True,4
TKT001126,USR09462,transaction_failed,2026-01-25 15:41:09,2026-01-28 15:41:09,3,True,4
TKT001127,USR09011,money_not_received,2026-03-03 15:41:09,2026-03-14 15:41:09,11,True,4
TKT001128,USR05153,account_blocked,2025-12-24 15:41:09,2025-12-29 15:41:09,5,True,5
TKT001129,USR05153,app_crash,2026-03-03 15:41:09,2026-03-07 15:41:09,4,False,4
TKT001130,USR03212,general_query,2025-08-23 15:41:09,2025-08-28 15:41:09,5,True,3
TKT001131,USR06964,account_blocked,2025-12-21 15:41:09,2026-01-02 15:41:09,12,True,3
TKT001132,USR01259,kyc_issue,2025-11-02 15:41:09,2025-11-10 15:41:09,8,False,4
TKT001133,USR01259,transaction_failed,2026-05-30 15:41:09,2026-06-06 15:41:09,7,True,3
TKT001134,USR04815,account_blocked,2025-09-26 15:41:09,2025-09-28 15:41:09,2,False,5
TKT001135,USR02265,app_crash,2026-03-18 15:41:09,2026-03-25 15:41:09,7,True,3
TKT001136,USR03605,transaction_failed,2026-03-08 15:41:09,2026-03-16 15:41:09,8,True,4
TKT001137,USR01475,kyc_issue,2026-02-14 15:41:09,2026-02-25 15:41:09,11,True,3
TKT001138,USR08605,transaction_failed,2025-09-11 15:41:09,2025-09-18 15:41:09,7,True,5
TKT001139,USR02319,general_query,2025-10-06 15:41:09,2025-10-15 15:41:09,9,True,3
TKT001140,USR04899,app_crash,2026-02-02 15:41:09,2026-02-08 15:41:09,6,True,4
TKT001141,USR04899,account_blocked,2025-09-07 15:41:09,2025-09-10 15:41:09,3,True,5
TKT001142,USR04899,transaction_failed,2026-04-27 15:41:09,2026-04-28 15:41:09,1,True,3
TKT001143,USR06077,kyc_issue,2025-12-10 15:41:09,2025-12-20 15:41:09,10,True,5
TKT001144,USR07176,account_blocked,2025-08-27 15:41:09,2025-08-27 15:41:09,0,False,5
TKT001145,USR01226,general_query,2025-10-04 15:41:09,2025-10-16 15:41:09,12,True,5
TKT001146,USR00045,money_not_received,2026-05-05 15:41:09,2026-05-17 15:41:09,12,True,5
TKT001147,USR07110,wrong_charge,2025-08-25 15:41:09,2025-08-27 15:41:09,2,False,5
TKT001148,USR04793,transaction_failed,2025-09-23 15:41:09,2025-10-05 15:41:09,12,True,4
TKT001149,USR07292,money_not_received,2025-12-05 15:41:09,2025-12-14 15:41:09,9,True,4
TKT001150,USR07292,transaction_failed,2025-09-03 15:41:09,2025-09-12 15:41:09,9,True,3
TKT001151,USR07292,transaction_failed,2026-05-05 15:41:09,2026-05-08 15:41:09,3,True,1
TKT001152,USR07292,app_crash,2026-05-31 15:41:09,2026-06-13 15:41:09,13,True,1
TKT001153,USR03106,kyc_issue,2026-01-20 15:41:09,2026-01-22 15:41:09,2,False,4
TKT001154,USR06097,transaction_failed,2026-06-01 15:41:09,2026-06-07 15:41:09,6,True,3
TKT001155,USR06097,wrong_charge,2025-09-30 15:41:09,2025-10-01 15:41:09,1,True,5
TKT001156,USR06097,money_not_received,2026-01-15 15:41:09,2026-01-18 15:41:09,3,False,3
TKT001157,USR07995,kyc_issue,2025-11-09 15:41:09,2025-11-14 15:41:09,5,False,5
TKT001158,USR04107,money_not_received,2025-12-09 15:41:09,2025-12-17 15:41:09,8,True,5
TKT001159,USR05980,general_query,2026-04-08 15:41:09,2026-04-18 15:41:09,10,True,5
TKT001160,USR05980,transaction_failed,2026-05-05 15:41:09,2026-05-10 15:41:09,5,True,3
TKT001161,USR05980,money_not_received,2026-03-30 15:41:09,2026-04-07 15:41:09,8,True,3
TKT001162,USR05769,app_crash,2026-04-04 15:41:09,2026-04-06 15:41:09,2,True,5
TKT001163,USR05769,account_blocked,2026-04-08 15:41:09,2026-04-11 15:41:09,3,True,3
TKT001164,USR06575,general_query,2026-04-09 15:41:09,2026-04-22 15:41:09,13,True,3
TKT001165,USR05860,money_not_received,2025-09-02 15:41:09,2025-09-08 15:41:09,6,True,1
TKT001166,USR05860,transaction_failed,2026-05-21 15:41:09,2026-05-28 15:41:09,7,True,2
TKT001167,USR05860,app_crash,2025-10-05 15:41:09,2025-10-08 15:41:09,3,True,4
TKT001168,USR00664,account_blocked,2025-12-02 15:41:09,2025-12-10 15:41:09,8,True,5
TKT001169,USR09555,transaction_failed,2025-10-16 15:41:09,2025-10-24 15:41:09,8,True,4
TKT001170,USR05893,transaction_failed,2025-11-07 15:41:09,2025-11-10 15:41:09,3,True,5
TKT001171,USR05893,money_not_received,2026-05-18 15:41:09,2026-05-31 15:41:09,13,True,3
TKT001172,USR03338,money_not_received,2026-01-14 15:41:09,2026-01-15 15:41:09,1,True,5
TKT001173,USR03338,account_blocked,2025-12-30 15:41:09,2026-01-10 15:41:09,11,True,3
TKT001174,USR03338,kyc_issue,2026-03-21 15:41:09,2026-03-25 15:41:09,4,True,3
TKT001175,USR08186,app_crash,2025-10-28 15:41:09,2025-10-28 15:41:09,0,True,2
TKT001176,USR08186,money_not_received,2026-05-09 15:41:09,2026-05-15 15:41:09,6,True,4
TKT001177,USR08186,app_crash,2026-02-22 15:41:09,2026-03-03 15:41:09,9,True,3
TKT001178,USR08186,transaction_failed,2025-09-20 15:41:09,2025-09-26 15:41:09,6,True,5
TKT001179,USR08186,transaction_failed,2025-11-15 15:41:09,2025-11-18 15:41:09,3,True,5
TKT001180,USR00962,app_crash,2026-03-20 15:41:09,2026-03-30 15:41:09,10,True,3
TKT001181,USR00962,account_blocked,2026-01-30 15:41:09,2026-02-05 15:41:09,6,True,5
TKT001182,USR06924,wrong_charge,2025-08-18 15:41:09,2025-08-22 15:41:09,4,True,3
TKT001183,USR08651,app_crash,2025-11-25 15:41:09,2025-11-27 15:41:09,2,True,4
TKT001184,USR08651,app_crash,2026-05-14 15:41:09,2026-05-26 15:41:09,12,True,5
TKT001185,USR08651,general_query,2026-06-09 15:41:09,2026-06-14 15:41:09,5,True,3
TKT001186,USR08900,transaction_failed,2025-10-15 15:41:09,2025-10-27 15:41:09,12,True,3
TKT001187,USR08900,transaction_failed,2026-05-01 15:41:09,2026-05-07 15:41:09,6,True,3
TKT001188,USR01108,money_not_received,2026-04-27 15:41:09,2026-05-03 15:41:09,6,True,3
TKT001189,USR06172,transaction_failed,2025-08-23 15:41:09,2025-08-31 15:41:09,8,True,4
TKT001190,USR02728,kyc_issue,2026-02-13 15:41:09,2026-02-25 15:41:09,12,True,4
TKT001191,USR06582,account_blocked,2025-10-01 15:41:09,2025-10-12 15:41:09,11,True,4
TKT001192,USR06582,account_blocked,2026-06-05 15:41:09,2026-06-06 15:41:09,1,True,4
TKT001193,USR00263,transaction_failed,2026-04-25 15:41:09,2026-05-01 15:41:09,6,True,3
TKT001194,USR07773,app_crash,2026-02-01 15:41:09,2026-02-05 15:41:09,4,True,5
TKT001195,USR06086,money_not_received,2025-10-30 15:41:09,2025-11-11 15:41:09,12,True,5
TKT001196,USR05764,account_blocked,2026-03-13 15:41:09,2026-03-20 15:41:09,7,False,4
TKT001197,USR00715,kyc_issue,2025-09-30 15:41:09,2025-10-11 15:41:09,11,True,4
TKT001198,USR00956,app_crash,2025-12-08 15:41:09,2025-12-09 15:41:09,1,True,3
TKT001199,USR08950,transaction_failed,2026-03-23 15:41:09,2026-04-01 15:41:09,9,True,5
TKT001200,USR08950,money_not_received,2025-10-06 15:41:09,2025-10-11 15:41:09,5,True,4
TKT001201,USR02558,transaction_failed,2026-02-14 15:41:09,2026-02-16 15:41:09,2,True,4
TKT001202,USR02303,wrong_charge,2025-10-30 15:41:09,2025-11-11 15:41:09,12,True,4
TKT001203,USR05403,app_crash,2025-09-26 15:41:09,2025-10-07 15:41:09,11,True,3
TKT001204,USR06607,money_not_received,2025-10-06 15:41:09,2025-10-09 15:41:09,3,True,5
TKT001205,USR05895,account_blocked,2026-02-06 15:41:09,2026-02-08 15:41:09,2,True,3
TKT001206,USR00876,transaction_failed,2025-08-20 15:41:09,2025-09-01 15:41:09,12,True,3
TKT001207,USR00876,money_not_received,2026-04-17 15:41:09,2026-04-20 15:41:09,3,True,3
TKT001208,USR00592,money_not_received,2026-05-17 15:41:09,2026-05-30 15:41:09,13,True,5
TKT001209,USR02165,transaction_failed,2026-01-30 15:41:09,2026-02-09 15:41:09,10,True,3
TKT001210,USR07287,kyc_issue,2026-03-18 15:41:09,2026-03-20 15:41:09,2,True,5
TKT001211,USR03674,account_blocked,2026-03-02 15:41:09,2026-03-02 15:41:09,0,True,2
TKT001212,USR03674,account_blocked,2026-03-24 15:41:09,2026-04-03 15:41:09,10,False,3
TKT001213,USR00077,app_crash,2026-01-02 15:41:09,2026-01-08 15:41:09,6,True,5
TKT001214,USR00077,app_crash,2025-12-10 15:41:09,2025-12-10 15:41:09,0,True,3
TKT001215,USR05084,app_crash,2025-10-21 15:41:09,2025-11-03 15:41:09,13,True,4
TKT001216,USR07130,money_not_received,2025-09-08 15:41:09,2025-09-15 15:41:09,7,True,5
TKT001217,USR07130,app_crash,2026-03-02 15:41:09,2026-03-03 15:41:09,1,True,3
TKT001218,USR03137,money_not_received,2026-05-19 15:41:09,2026-05-31 15:41:09,12,True,4
TKT001219,USR01267,app_crash,2025-09-05 15:41:09,2025-09-09 15:41:09,4,True,4
TKT001220,USR07270,transaction_failed,2026-03-11 15:41:09,2026-03-16 15:41:09,5,True,4
TKT001221,USR03815,money_not_received,2025-12-10 15:41:09,2025-12-14 15:41:09,4,True,5
TKT001222,USR03815,money_not_received,2025-11-10 15:41:09,2025-11-20 15:41:09,10,True,3
TKT001223,USR01387,money_not_received,2025-11-13 15:41:09,2025-11-17 15:41:09,4,True,4
TKT001224,USR01387,app_crash,2025-11-23 15:41:09,2025-12-04 15:41:09,11,True,3
TKT001225,USR02692,account_blocked,2025-10-03 15:41:09,2025-10-11 15:41:09,8,True,4
TKT001226,USR02692,app_crash,2025-12-05 15:41:09,2025-12-10 15:41:09,5,False,4
TKT001227,USR02692,kyc_issue,2026-01-07 15:41:09,2026-01-20 15:41:09,13,True,5
TKT001228,USR09991,account_blocked,2025-10-15 15:41:09,2025-10-17 15:41:09,2,True,4
TKT001229,USR04962,kyc_issue,2025-12-04 15:41:09,2025-12-13 15:41:09,9,True,3
TKT001230,USR04962,money_not_received,2025-11-03 15:41:09,2025-11-11 15:41:09,8,True,2
TKT001231,USR08645,money_not_received,2026-03-27 15:41:09,2026-03-27 15:41:09,0,False,4
TKT001232,USR01969,kyc_issue,2026-03-27 15:41:09,2026-04-08 15:41:09,12,False,5
TKT001233,USR05592,transaction_failed,2025-12-28 15:41:09,2026-01-09 15:41:09,12,True,5
TKT001234,USR04039,transaction_failed,2026-04-15 15:41:09,2026-04-20 15:41:09,5,True,3
TKT001235,USR04039,money_not_received,2025-12-10 15:41:09,2025-12-11 15:41:09,1,True,5
TKT001236,USR06551,transaction_failed,2025-12-25 15:41:09,2025-12-28 15:41:09,3,True,3
TKT001237,USR09643,app_crash,2025-08-31 15:41:09,2025-08-31 15:41:09,0,True,5
TKT001238,USR09643,money_not_received,2026-04-07 15:41:09,2026-04-08 15:41:09,1,False,3
TKT001239,USR06846,money_not_received,2025-10-06 15:41:09,2025-10-15 15:41:09,9,True,4
TKT001240,USR06846,transaction_failed,2026-06-06 15:41:09,2026-06-07 15:41:09,1,True,2
TKT001241,USR06846,account_blocked,2026-01-02 15:41:09,2026-01-15 15:41:09,13,True,5
TKT001242,USR06846,app_crash,2025-12-13 15:41:09,2025-12-22 15:41:09,9,False,5
TKT001243,USR09808,transaction_failed,2025-10-26 15:41:09,2025-10-30 15:41:09,4,True,5
TKT001244,USR08488,app_crash,2025-11-09 15:41:09,2025-11-19 15:41:09,10,True,2
TKT001245,USR08488,account_blocked,2026-02-21 15:41:09,2026-03-04 15:41:09,11,True,3
TKT001246,USR08053,transaction_failed,2025-09-18 15:41:09,2025-09-28 15:41:09,10,True,5
TKT001247,USR02429,money_not_received,2025-11-04 15:41:09,2025-11-10 15:41:09,6,True,5
TKT001248,USR02429,money_not_received,2026-05-28 15:41:09,2026-05-31 15:41:09,3,True,3
TKT001249,USR03148,transaction_failed,2026-05-07 15:41:09,2026-05-07 15:41:09,0,True,5
TKT001250,USR03148,account_blocked,2026-06-11 15:41:09,2026-06-19 15:41:09,8,True,5
TKT001251,USR05723,transaction_failed,2026-01-11 15:41:09,2026-01-18 15:41:09,7,True,5
TKT001252,USR01320,transaction_failed,2026-01-17 15:41:09,2026-01-27 15:41:09,10,True,4
TKT001253,USR01320,money_not_received,2025-11-13 15:41:09,2025-11-15 15:41:09,2,True,3
TKT001254,USR01320,app_crash,2025-11-23 15:41:09,2025-12-01 15:41:09,8,True,4
TKT001255,USR04224,transaction_failed,2026-03-20 15:41:09,2026-03-25 15:41:09,5,False,3
TKT001256,USR03269,transaction_failed,2026-02-28 15:41:09,2026-03-10 15:41:09,10,True,4
TKT001257,USR01396,money_not_received,2026-02-15 15:41:09,2026-02-17 15:41:09,2,False,3
TKT001258,USR01396,transaction_failed,2025-12-18 15:41:09,2025-12-20 15:41:09,2,True,4
TKT001259,USR01396,money_not_received,2026-05-01 15:41:09,2026-05-02 15:41:09,1,True,5
TKT001260,USR01396,transaction_failed,2025-09-25 15:41:09,2025-10-04 15:41:09,9,True,4
TKT001261,USR09080,wrong_charge,2025-11-19 15:41:09,2025-12-02 15:41:09,13,True,5
TKT001262,USR09080,transaction_failed,2026-02-17 15:41:09,2026-02-26 15:41:09,9,True,5
TKT001263,USR09080,general_query,2026-03-31 15:41:09,2026-04-01 15:41:09,1,False,5
TKT001264,USR05795,money_not_received,2026-01-31 15:41:09,2026-02-10 15:41:09,10,True,3
TKT001265,USR09897,transaction_failed,2026-03-14 15:41:09,2026-03-26 15:41:09,12,False,4
TKT001266,USR00851,app_crash,2025-09-16 15:41:09,2025-09-17 15:41:09,1,True,3
TKT001267,USR00851,transaction_failed,2026-04-12 15:41:09,2026-04-22 15:41:09,10,True,4
TKT001268,USR00851,app_crash,2026-04-14 15:41:09,2026-04-27 15:41:09,13,True,1
TKT001269,USR00851,transaction_failed,2026-02-28 15:41:09,2026-03-12 15:41:09,12,True,5
TKT001270,USR00851,money_not_received,2025-10-06 15:41:09,2025-10-10 15:41:09,4,True,2
TKT001271,USR00851,general_query,2026-05-03 15:41:09,2026-05-09 15:41:09,6,True,2
TKT001272,USR04246,money_not_received,2026-02-07 15:41:09,2026-02-12 15:41:09,5,True,3
TKT001273,USR04246,money_not_received,2025-12-02 15:41:09,2025-12-04 15:41:09,2,True,3
TKT001274,USR00616,kyc_issue,2026-05-24 15:41:09,2026-05-31 15:41:09,7,True,4
TKT001275,USR00616,app_crash,2026-03-21 15:41:09,2026-04-03 15:41:09,13,True,3
TKT001276,USR09694,money_not_received,2026-04-26 15:41:09,2026-05-01 15:41:09,5,True,3
TKT001277,USR08035,transaction_failed,2026-03-04 15:41:09,2026-03-10 15:41:09,6,True,5
TKT001278,USR08035,transaction_failed,2026-04-02 15:41:09,2026-04-07 15:41:09,5,True,3
TKT001279,USR08035,transaction_failed,2026-02-23 15:41:09,2026-03-05 15:41:09,10,True,1
TKT001280,USR05117,transaction_failed,2025-11-27 15:41:09,2025-12-09 15:41:09,12,True,5
TKT001281,USR05117,kyc_issue,2025-09-21 15:41:09,2025-10-02 15:41:09,11,True,4
TKT001282,USR04174,transaction_failed,2025-10-09 15:41:09,2025-10-10 15:41:09,1,True,3
TKT001283,USR04236,wrong_charge,2025-09-02 15:41:09,2025-09-04 15:41:09,2,True,5
TKT001284,USR06643,money_not_received,2025-11-23 15:41:09,2025-12-05 15:41:09,12,True,4
TKT001285,USR05692,transaction_failed,2026-04-25 15:41:09,2026-05-06 15:41:09,11,True,4
TKT001286,USR02483,transaction_failed,2025-10-02 15:41:09,2025-10-10 15:41:09,8,True,3
TKT001287,USR02483,transaction_failed,2026-04-06 15:41:09,2026-04-08 15:41:09,2,False,5
TKT001288,USR02443,transaction_failed,2026-04-03 15:41:09,2026-04-10 15:41:09,7,True,5
TKT001289,USR02443,kyc_issue,2026-02-18 15:41:09,2026-03-03 15:41:09,13,True,4
TKT001290,USR02294,app_crash,2026-06-01 15:41:09,2026-06-11 15:41:09,10,True,4
TKT001291,USR08942,transaction_failed,2025-08-17 15:41:09,2025-08-18 15:41:09,1,True,4
TKT001292,USR08942,transaction_failed,2025-11-01 15:41:09,2025-11-12 15:41:09,11,True,5
TKT001293,USR01445,kyc_issue,2026-01-30 15:41:09,2026-02-08 15:41:09,9,True,5
TKT001294,USR01469,money_not_received,2026-02-17 15:41:09,2026-02-19 15:41:09,2,True,3
TKT001295,USR03702,kyc_issue,2026-05-23 15:41:09,2026-05-28 15:41:09,5,True,5
TKT001296,USR03702,transaction_failed,2025-10-01 15:41:09,2025-10-10 15:41:09,9,True,3
TKT001297,USR03702,money_not_received,2025-10-11 15:41:09,2025-10-12 15:41:09,1,True,3
TKT001298,USR02466,kyc_issue,2026-04-09 15:41:09,2026-04-21 15:41:09,12,False,3
TKT001299,USR02466,app_crash,2025-09-09 15:41:09,2025-09-21 15:41:09,12,True,4
TKT001300,USR09875,general_query,2026-05-29 15:41:09,2026-06-08 15:41:09,10,True,3
TKT001301,USR03824,app_crash,2026-02-24 15:41:09,2026-03-09 15:41:09,13,True,5
TKT001302,USR03824,transaction_failed,2025-10-09 15:41:09,2025-10-09 15:41:09,0,True,3
TKT001303,USR07210,money_not_received,2026-01-11 15:41:09,2026-01-23 15:41:09,12,True,5
TKT001304,USR03885,app_crash,2025-10-07 15:41:09,2025-10-17 15:41:09,10,True,3
TKT001305,USR03885,money_not_received,2025-11-08 15:41:09,2025-11-17 15:41:09,9,True,3
TKT001306,USR02512,transaction_failed,2025-12-31 15:41:09,2026-01-13 15:41:09,13,True,4
TKT001307,USR07079,transaction_failed,2025-10-07 15:41:09,2025-10-17 15:41:09,10,True,4
TKT001308,USR07079,transaction_failed,2025-10-10 15:41:09,2025-10-11 15:41:09,1,True,3
TKT001309,USR07079,money_not_received,2026-04-23 15:41:09,2026-04-29 15:41:09,6,True,5
TKT001310,USR02001,wrong_charge,2026-01-02 15:41:09,2026-01-04 15:41:09,2,True,3
TKT001311,USR02001,money_not_received,2026-05-26 15:41:09,2026-06-07 15:41:09,12,True,4
TKT001312,USR03950,app_crash,2026-04-16 15:41:09,2026-04-26 15:41:09,10,True,5
TKT001313,USR06545,app_crash,2026-05-06 15:41:09,2026-05-12 15:41:09,6,True,1
TKT001314,USR06545,general_query,2025-11-17 15:41:09,2025-11-17 15:41:09,0,True,3
TKT001315,USR07675,money_not_received,2026-04-12 15:41:09,2026-04-22 15:41:09,10,True,5
TKT001316,USR07675,general_query,2025-12-28 15:41:09,2026-01-03 15:41:09,6,True,4
TKT001317,USR08123,wrong_charge,2025-10-28 15:41:09,2025-10-29 15:41:09,1,False,5
TKT001318,USR05116,money_not_received,2025-08-25 15:41:09,2025-09-07 15:41:09,13,True,3
TKT001319,USR05116,account_blocked,2025-10-18 15:41:09,2025-10-22 15:41:09,4,True,3
TKT001320,USR05405,app_crash,2025-10-11 15:41:09,2025-10-20 15:41:09,9,True,5
TKT001321,USR01769,money_not_received,2025-12-06 15:41:09,2025-12-14 15:41:09,8,True,5
TKT001322,USR09191,money_not_received,2025-12-07 15:41:09,2025-12-18 15:41:09,11,True,5
TKT001323,USR07190,account_blocked,2026-01-15 15:41:09,2026-01-26 15:41:09,11,False,3
TKT001324,USR07190,transaction_failed,2026-02-27 15:41:09,2026-03-01 15:41:09,2,False,3
TKT001325,USR09477,general_query,2025-11-03 15:41:09,2025-11-10 15:41:09,7,True,4
TKT001326,USR09477,app_crash,2026-01-07 15:41:09,2026-01-10 15:41:09,3,True,1
TKT001327,USR08011,kyc_issue,2025-10-30 15:41:09,2025-11-04 15:41:09,5,True,5
TKT001328,USR08406,app_crash,2026-04-18 15:41:09,2026-04-28 15:41:09,10,True,3
TKT001329,USR06783,kyc_issue,2026-04-05 15:41:09,2026-04-09 15:41:09,4,True,3
TKT001330,USR06783,money_not_received,2026-01-17 15:41:09,2026-01-27 15:41:09,10,False,5
TKT001331,USR06783,money_not_received,2025-09-13 15:41:09,2025-09-24 15:41:09,11,True,1
TKT001332,USR05968,kyc_issue,2026-01-03 15:41:09,2026-01-07 15:41:09,4,True,4
TKT001333,USR05968,app_crash,2025-09-19 15:41:09,2025-09-25 15:41:09,6,True,5
TKT001334,USR09593,transaction_failed,2025-12-20 15:41:09,2025-12-30 15:41:09,10,True,5
TKT001335,USR02435,money_not_received,2025-12-19 15:41:09,2025-12-19 15:41:09,0,True,5
TKT001336,USR05487,money_not_received,2026-04-18 15:41:09,2026-04-22 15:41:09,4,True,3
