user_id,age,city,account_type,account_balance,kyc_complete,churn,txn_count,total_spent,avg_txn_amount,days_since_last_txn,app_open_count,active_days,ticket_count,avg_satisfaction
USR01551,27,Hyderabad,wallet,5675.23,True,0,12,16865.06,1405.4216666666669,60,11,11,0.0,0.0
USR01552,30,Delhi,savings,18626.65,True,0,12,27301.98,2275.165,33,9,9,0.0,0.0
USR01553,39,Bengaluru,savings,10529.21,True,0,18,24589.12,1366.062222222222,25,15,15,0.0,0.0
USR01554,41,Kolkata,savings,6803.45,True,0,17,20558.0,1209.2941176470588,17,11,11,1.0,3.0
USR01555,37,Pune,wallet,20251.16,True,0,16,29089.28,1818.08,10,6,6,0.0,0.0
USR01556,26,Chennai,wallet,18336.61,True,0,15,29547.45,1969.83,14,7,7,1.0,5.0
USR01557,50,Lucknow,savings,7638.41,True,0,16,27541.65,1721.353125,21,9,9,0.0,0.0
USR01558,29,Mumbai,current,530.0,True,0,17,27459.94,1615.2905882352943,18,7,7,0.0,0.0
USR01559,32,Ahmedabad,savings,1352.96,True,0,16,20722.18,1295.13625,25,6,6,0.0,0.0
USR01560,23,Mumbai,savings,2581.27,True,0,16,21181.32,1323.8325,20,4,4,0.0,0.0
USR01561,31,Bengaluru,savings,43049.29,True,0,9,9407.95,1045.3277777777778,36,7,7,0.0,0.0
USR01562,18,Hyderabad,savings,14668.06,True,0,15,16559.09,1103.9393333333333,51,7,7,2.0,4.0
USR01563,18,Chennai,wallet,9462.43,True,0,12,16191.19,1349.2658333333334,15,6,6,0.0,0.0
USR01564,37,Hyderabad,current,19050.52,True,0,11,15527.61,1411.6009090909092,15,8,7,0.0,0.0
USR01565,36,Delhi,wallet,11035.05,True,0,16,10432.18,652.01125,12,9,9,0.0,0.0
USR01566,18,Pune,savings,9667.61,True,0,9,5806.55,645.1722222222222,5,7,7,0.0,0.0
USR01567,57,Chennai,savings,10745.24,True,0,13,15390.93,1183.9176923076925,21,6,6,1.0,4.0
USR01568,42,Kolkata,wallet,975.62,True,0,19,19661.2,1034.8,28,6,6,3.0,4.333333333333333
USR01569,45,Mumbai,wallet,2778.76,True,0,13,16447.37,1265.1823076923076,7,9,9,0.0,0.0
USR01570,38,Hyderabad,savings,4117.93,True,0,14,37917.49,2708.3921428571425,21,8,8,0.0,0.0
USR01571,22,Kolkata,savings,25760.47,True,0,13,11667.63,897.51,12,5,5,0.0,0.0
USR01572,27,Bengaluru,savings,4636.55,True,0,14,17439.31,1245.6650000000002,32,5,5,0.0,0.0
USR01573,47,Pune,savings,3956.74,True,0,9,10007.38,1111.931111111111,20,9,9,0.0,0.0
USR01574,40,Mumbai,current,425.13,False,1,6,4177.5,696.25,54,5,5,6.0,2.5
USR01575,32,Pune,wallet,40739.45,True,0,15,21422.35,1428.1566666666663,33,9,8,1.0,3.0
USR01576,46,Mumbai,savings,11575.47,True,0,14,16934.45,1209.6035714285715,28,8,8,0.0,0.0
USR01577,34,Bengaluru,current,1187.02,True,0,17,15132.19,890.1288235294118,1,7,7,0.0,0.0
USR01578,44,Hyderabad,wallet,4147.87,True,0,21,30991.73,1475.7966666666666,20,8,8,0.0,0.0
USR01579,37,Kolkata,savings,1539.49,True,1,10,7624.29,762.429,56,5,5,0.0,0.0
USR01580,51,Delhi,wallet,7476.69,True,0,10,9938.25,993.825,20,9,9,0.0,0.0
USR01581,65,Chennai,savings,7266.38,True,0,12,17697.22,1474.7683333333334,24,4,4,0.0,0.0
USR01582,36,Mumbai,wallet,3794.92,True,0,15,18464.1,1230.9399999999998,17,12,12,0.0,0.0
USR01583,19,Delhi,current,17566.02,True,0,19,25774.54,1356.5547368421053,9,5,5,0.0,0.0
USR01584,45,Delhi,savings,2247.7,True,0,12,17250.19,1437.5158333333331,28,13,13,2.0,4.5
USR01585,36,Hyderabad,savings,648.85,True,0,7,8824.03,1260.5757142857144,20,7,7,0.0,0.0
USR01586,18,Pune,savings,24690.9,True,0,10,16739.71,1673.971,84,4,4,1.0,5.0
USR01587,25,Chennai,current,10606.57,True,0,13,11587.82,891.3707692307692,3,7,7,0.0,0.0
USR01588,25,Hyderabad,wallet,23149.26,True,0,12,16791.91,1399.325833333333,19,6,6,0.0,0.0
USR01589,40,Bengaluru,current,16346.47,True,0,13,12160.65,935.4346153846152,43,6,6,0.0,0.0
USR01590,23,Delhi,wallet,15520.72,True,0,15,18853.44,1256.896,10,8,8,0.0,0.0
USR01591,47,Kolkata,current,1383.81,True,0,11,13117.38,1192.489090909091,28,11,11,0.0,0.0
USR01592,34,Hyderabad,wallet,9448.57,True,0,15,19344.4,1289.6266666666666,46,13,12,0.0,0.0
USR01593,58,Ahmedabad,wallet,44552.41,True,0,16,18073.73,1129.608125,22,12,11,0.0,0.0
USR01594,23,Mumbai,wallet,1389.74,True,0,13,16099.33,1238.41,53,5,5,0.0,0.0
USR01595,28,Delhi,current,2244.21,True,0,13,18929.16,1456.0892307692309,4,7,7,0.0,0.0
USR01596,32,Delhi,current,4693.99,True,0,6,4591.12,765.1866666666666,46,7,7,0.0,0.0
USR01597,36,Delhi,current,24522.7,True,0,12,8430.8,702.5666666666666,6,5,5,0.0,0.0
USR01598,42,Bengaluru,wallet,14365.19,True,0,10,10518.52,1051.852,63,12,12,0.0,0.0
USR01599,30,Chennai,wallet,24885.27,True,0,20,25192.67,1259.6335,20,7,7,0.0,0.0
USR01600,37,Delhi,current,2223.38,True,0,15,26082.02,1738.801333333333,30,10,10,0.0,0.0
USR01601,50,Hyderabad,wallet,16812.93,True,0,13,20820.15,1601.5499999999995,20,8,8,0.0,0.0
USR01602,41,Hyderabad,wallet,4338.42,True,0,8,8368.49,1046.06125,26,10,10,0.0,0.0
USR01603,18,Kolkata,savings,6409.63,True,0,20,23213.22,1160.661,17,9,9,0.0,0.0
USR01604,18,Mumbai,current,1439.87,True,1,7,1985.33,283.61857142857144,54,2,2,0.0,0.0
USR01605,35,Delhi,savings,3234.96,True,0,19,21052.02,1108.001052631579,25,10,10,0.0,0.0
USR01606,24,Hyderabad,savings,4221.62,True,0,10,12931.17,1293.117,90,10,10,0.0,0.0
USR01607,33,Bengaluru,wallet,17827.35,True,0,18,17090.77,949.4872222222224,11,7,6,0.0,0.0
USR01608,49,Lucknow,current,2945.0,True,0,19,25111.38,1321.6515789473683,31,9,9,2.0,3.5
USR01609,39,Jaipur,wallet,11949.11,True,0,9,14430.11,1603.3455555555556,23,9,9,0.0,0.0
USR01610,44,Delhi,wallet,15067.31,True,0,15,16072.98,1071.532,8,7,7,1.0,3.0
USR01611,34,Delhi,savings,17419.8,True,0,15,14429.12,961.9413333333332,13,6,6,0.0,0.0
USR01612,23,Mumbai,savings,190.13,True,0,13,15596.29,1199.7146153846154,19,9,9,0.0,0.0
USR01613,20,Mumbai,savings,2223.24,True,1,5,3227.25,645.45,161,3,3,4.0,3.25
USR01614,28,Kolkata,savings,2940.49,False,1,8,5743.3,717.9125,4,4,4,0.0,0.0
USR01615,18,Pune,savings,44662.38,True,0,15,13776.53,918.4353333333332,21,12,12,0.0,0.0
USR01616,48,Delhi,wallet,920.35,True,0,13,14809.13,1139.1638461538462,39,8,8,1.0,4.0
USR01617,39,Mumbai,current,3917.08,True,0,8,7937.52,992.19,44,6,6,1.0,4.0
USR01618,18,Mumbai,wallet,18787.76,True,0,14,24293.53,1735.252142857143,23,12,11,0.0,0.0
USR01619,37,Bengaluru,current,780.74,False,1,5,1600.97,320.194,34,3,3,0.0,0.0
USR01620,54,Mumbai,current,6577.46,True,0,15,20293.0,1352.8666666666666,17,6,6,4.0,4.25
USR01621,36,Bengaluru,wallet,19956.8,True,0,12,14161.53,1180.1275,38,9,9,0.0,0.0
USR01622,28,Delhi,wallet,19179.18,True,0,14,15705.92,1121.8514285714286,29,11,11,0.0,0.0
USR01623,27,Ahmedabad,wallet,3478.72,True,0,12,12231.63,1019.3025,21,11,11,1.0,4.0
USR01624,37,Delhi,current,1215.53,True,0,12,10606.96,883.9133333333334,14,7,7,0.0,0.0
USR01625,29,Mumbai,savings,84.71,True,0,9,12019.93,1335.5477777777778,20,10,10,3.0,4.333333333333333
USR01626,36,Delhi,savings,665.5,True,0,7,4532.16,647.4514285714286,39,12,12,1.0,3.0
USR01627,29,Bengaluru,current,1154.98,True,0,17,14763.19,868.4229411764707,30,6,6,0.0,0.0
USR01628,18,Ahmedabad,savings,12207.52,True,0,13,20539.18,1579.936923076923,14,11,11,0.0,0.0
USR01629,36,Mumbai,wallet,13283.24,True,0,13,23668.29,1820.6376923076923,20,13,13,1.0,4.0
USR01630,26,Hyderabad,savings,17970.63,True,0,13,16150.3,1242.3307692307694,8,13,13,0.0,0.0
USR01631,36,Bengaluru,wallet,4399.02,True,0,9,9001.73,1000.1922222222222,7,10,10,1.0,4.0
USR01632,51,Bengaluru,wallet,1165.3,True,0,14,10946.98,781.9271428571428,31,9,9,0.0,0.0
USR01633,44,Hyderabad,current,317.31,True,0,16,15010.98,938.18625,24,6,6,1.0,4.0
USR01634,29,Mumbai,savings,13489.88,True,0,9,8934.6,992.7333333333332,40,8,8,0.0,0.0
USR01635,18,Bengaluru,savings,7512.82,True,0,20,33515.6,1675.78,32,4,4,0.0,0.0
USR01636,30,Jaipur,current,1843.96,True,0,19,25907.06,1363.5294736842104,18,8,7,0.0,0.0
USR01637,44,Bengaluru,wallet,4826.4,True,0,12,10928.83,910.7358333333332,26,9,9,0.0,0.0
USR01638,38,Chennai,savings,1125.25,True,0,16,16797.41,1049.838125,12,11,11,0.0,0.0
USR01639,45,Bengaluru,savings,27797.7,True,0,16,16362.54,1022.65875,57,8,8,0.0,0.0
USR01640,18,Mumbai,savings,952.18,True,0,9,8875.39,986.1544444444444,13,9,9,2.0,3.0
USR01641,43,Jaipur,savings,2555.55,True,0,22,28469.99,1294.0904545454546,11,11,10,0.0,0.0
USR01642,42,Jaipur,wallet,2157.04,True,0,8,19798.48,2474.81,11,2,2,0.0,0.0
USR01643,18,Bengaluru,savings,16173.44,True,0,16,19326.01,1207.875625,29,13,13,0.0,0.0
USR01644,22,Delhi,savings,4575.97,True,0,11,15335.6,1394.1454545454546,25,8,7,1.0,5.0
USR01645,28,Pune,savings,11009.48,True,0,15,18140.89,1209.3926666666666,11,7,7,0.0,0.0
USR01646,19,Pune,savings,22304.07,True,0,9,10058.7,1117.6333333333334,39,7,7,2.0,4.0
USR01647,42,Bengaluru,wallet,7768.26,True,0,22,26018.46,1182.6572727272726,15,7,7,0.0,0.0
USR01648,44,Ahmedabad,current,17466.41,True,0,9,11995.69,1332.8544444444444,31,4,4,0.0,0.0
USR01649,26,Bengaluru,savings,37487.66,True,0,15,22848.18,1523.212,20,7,7,0.0,0.0
USR01650,32,Mumbai,savings,30859.86,True,0,9,9218.56,1024.2844444444445,10,6,6,1.0,5.0
USR01651,27,Delhi,wallet,36699.07,True,0,15,20142.67,1342.8446666666669,18,10,10,0.0,0.0
USR01652,37,Mumbai,savings,8637.86,True,0,16,14275.88,892.2425,24,5,5,0.0,0.0
USR01653,25,Bengaluru,wallet,2655.27,True,0,17,26704.25,1570.8382352941176,23,5,5,0.0,0.0
USR01654,30,Delhi,savings,3358.71,True,0,10,17045.13,1704.513,11,10,9,0.0,0.0
USR01655,35,Ahmedabad,wallet,7011.19,True,0,9,3849.26,427.6955555555556,23,6,6,0.0,0.0
USR01656,18,Delhi,savings,12322.94,True,0,13,19942.6,1534.0461538461536,6,9,9,0.0,0.0
USR01657,35,Bengaluru,savings,1062.04,True,1,10,4619.08,461.908,92,2,2,0.0,0.0
USR01658,25,Mumbai,savings,7364.17,True,0,26,27597.94,1061.4592307692308,20,6,6,0.0,0.0
USR01659,18,Mumbai,wallet,19183.06,True,0,9,9667.1,1074.1222222222225,24,11,11,0.0,0.0
USR01660,27,Delhi,savings,1197.79,False,1,9,5464.93,607.2144444444444,4,5,5,0.0,0.0
USR01661,33,Pune,savings,5764.55,True,0,23,28033.78,1218.86,17,7,7,0.0,0.0
USR01662,38,Hyderabad,wallet,20409.55,True,0,10,12635.84,1263.584,24,8,7,0.0,0.0
USR01663,40,Bengaluru,wallet,36391.34,True,0,8,8137.92,1017.24,14,5,4,0.0,0.0
USR01664,24,Hyderabad,savings,6517.99,True,0,10,12057.47,1205.7469999999998,30,4,4,0.0,0.0
USR01665,25,Mumbai,current,9779.9,True,0,14,14001.72,1000.1228571428572,46,7,7,2.0,3.0
USR01666,21,Bengaluru,current,2534.96,True,1,7,4096.3,585.1857142857143,109,1,1,0.0,0.0
USR01667,29,Bengaluru,savings,2104.05,True,0,6,4249.8,708.3000000000001,53,6,6,0.0,0.0
USR01668,39,Chennai,current,22913.32,True,0,13,10232.51,787.1161538461539,56,5,5,2.0,4.5
USR01669,22,Chennai,current,6442.38,True,0,17,18279.09,1075.240588235294,5,9,9,0.0,0.0
USR01670,42,Mumbai,savings,6350.92,True,0,13,10654.11,819.5469230769231,14,12,12,0.0,0.0
USR01671,26,Mumbai,current,1245.11,True,0,16,13165.12,822.82,18,7,7,0.0,0.0
USR01672,25,Lucknow,wallet,2383.12,True,0,17,18413.98,1083.1752941176471,11,4,4,0.0,0.0
USR01673,39,Delhi,savings,21123.87,True,0,16,15213.41,950.838125,12,6,6,0.0,0.0
USR01674,21,Bengaluru,wallet,2896.97,True,0,14,13442.39,960.1707142857142,3,12,11,0.0,0.0
USR01675,35,Mumbai,wallet,7921.34,True,0,5,5949.27,1189.854,28,7,7,0.0,0.0
USR01676,27,Pune,savings,5557.6,True,1,11,4871.72,442.8836363636364,24,4,4,0.0,0.0
USR01677,29,Hyderabad,savings,21595.36,True,0,17,18981.94,1116.5847058823529,11,12,11,0.0,0.0
USR01678,34,Ahmedabad,current,12769.81,True,0,19,25689.63,1352.0857894736844,11,6,6,1.0,4.0
USR01679,30,Bengaluru,savings,5465.28,True,0,15,18009.03,1200.602,12,3,3,0.0,0.0
USR01680,31,Hyderabad,savings,64445.63,True,0,7,8549.63,1221.375714285714,20,11,9,0.0,0.0
USR01681,42,Pune,savings,31532.03,True,0,11,15464.99,1405.908181818182,30,8,8,0.0,0.0
USR01682,26,Hyderabad,wallet,6531.24,True,0,10,18744.71,1874.471,17,6,6,0.0,0.0
USR01683,33,Hyderabad,savings,32077.27,True,0,12,18036.22,1503.0183333333334,25,8,8,1.0,3.0
USR01684,19,Kolkata,savings,7897.85,True,0,10,13436.63,1343.663,19,11,11,0.0,0.0
USR01685,31,Lucknow,wallet,1889.32,True,0,18,21549.24,1197.1799999999998,25,6,6,0.0,0.0
USR01686,38,Mumbai,savings,18580.71,True,0,5,5417.0,1083.4,100,4,4,0.0,0.0
USR01687,46,Ahmedabad,savings,666.43,True,0,18,21529.38,1196.0766666666668,12,10,10,1.0,5.0
USR01688,18,Bengaluru,savings,29819.77,True,0,13,22452.89,1727.1453846153845,21,4,4,0.0,0.0
USR01689,24,Hyderabad,current,6847.28,True,0,15,18507.73,1233.8486666666663,22,3,3,0.0,0.0
USR01690,29,Bengaluru,savings,75.57,True,0,17,22473.22,1321.9541176470589,34,5,5,0.0,0.0
USR01691,28,Hyderabad,savings,18681.73,True,0,22,31660.9,1439.1318181818183,14,8,8,1.0,4.0
USR01692,25,Delhi,current,898.92,True,0,10,7788.92,778.892,35,14,14,0.0,0.0
USR01693,50,Delhi,current,50026.62,True,0,15,19564.7,1304.3133333333333,20,7,7,0.0,0.0
USR01694,18,Mumbai,savings,24435.79,True,0,14,27445.8,1960.4142857142856,3,5,5,0.0,0.0
USR01695,43,Hyderabad,savings,52069.25,True,0,12,15508.98,1292.415,40,6,5,0.0,0.0
USR01696,43,Delhi,savings,350.73,True,0,10,18603.51,1860.351,45,9,9,0.0,0.0
USR01697,32,Hyderabad,savings,36164.55,True,0,17,18279.11,1075.2417647058824,8,14,12,0.0,0.0
USR01698,41,Mumbai,current,35820.44,True,0,17,13945.06,820.2976470588235,19,10,9,0.0,0.0
USR01699,18,Bengaluru,current,310.34,True,0,14,10814.96,772.4971428571428,15,8,8,0.0,0.0
USR01700,29,Lucknow,wallet,8832.31,True,0,7,12044.68,1720.6685714285716,17,8,8,0.0,0.0
USR01701,27,Mumbai,wallet,14509.73,True,0,17,25534.75,1502.0441176470588,31,5,5,0.0,0.0
USR01702,30,Mumbai,current,831.08,True,0,12,22697.13,1891.4275,31,5,5,0.0,0.0
USR01703,25,Bengaluru,savings,36743.6,True,0,15,19522.46,1301.4973333333332,11,7,7,0.0,0.0
USR01704,22,Delhi,savings,7344.05,True,0,15,23981.64,1598.776,45,9,9,0.0,0.0
USR01705,42,Lucknow,wallet,23532.8,True,0,15,18037.16,1202.4773333333333,23,9,9,0.0,0.0
USR01706,42,Bengaluru,savings,11976.92,True,0,15,19829.07,1321.938,21,9,9,0.0,0.0
USR01707,36,Hyderabad,wallet,6160.01,True,0,14,13436.22,959.73,34,10,10,0.0,0.0
USR01708,29,Mumbai,savings,8784.68,True,0,6,3417.29,569.5483333333333,41,5,5,0.0,0.0
USR01709,35,Chennai,savings,12994.45,True,0,13,11161.47,858.5746153846153,8,7,7,0.0,0.0
USR01710,38,Delhi,savings,12254.55,True,0,21,23662.52,1126.7866666666664,13,5,5,0.0,0.0
USR01711,25,Ahmedabad,wallet,5908.04,True,1,7,5330.55,761.5071428571429,74,9,9,0.0,0.0
USR01712,47,Bengaluru,savings,43979.51,True,0,16,10829.36,676.835,16,6,6,0.0,0.0
USR01713,24,Ahmedabad,savings,20863.41,True,0,18,27350.69,1519.4827777777778,14,6,6,0.0,0.0
USR01714,28,Pune,wallet,21592.19,True,0,13,12066.34,928.18,22,7,7,0.0,0.0
USR01715,31,Bengaluru,savings,14696.34,True,0,13,13414.57,1031.89,38,9,9,0.0,0.0
USR01716,39,Mumbai,savings,4520.86,True,0,13,13396.96,1030.5353846153846,11,7,7,0.0,0.0
USR01717,37,Bengaluru,wallet,4725.78,True,0,14,12496.67,892.6192857142858,38,5,5,0.0,0.0
USR01718,41,Delhi,wallet,16148.85,True,0,11,14299.36,1299.9418181818182,37,3,3,0.0,0.0
USR01719,24,Mumbai,savings,74920.1,True,0,16,26282.73,1642.670625,32,11,11,2.0,4.0
USR01720,35,Delhi,savings,14488.18,True,0,9,10854.73,1206.081111111111,32,12,11,1.0,3.0
USR01721,43,Mumbai,savings,10762.57,True,0,22,29191.91,1326.905,8,8,8,0.0,0.0
USR01722,33,Delhi,savings,11222.57,True,0,10,6479.89,647.989,52,4,4,0.0,0.0
USR01723,18,Kolkata,current,1205.77,False,1,12,7884.29,657.0241666666667,9,5,5,2.0,5.0
USR01724,38,Pune,current,41313.63,True,0,17,21047.02,1238.06,14,6,6,0.0,0.0
USR01725,31,Ahmedabad,savings,4501.18,True,0,16,13899.29,868.705625,31,7,7,0.0,0.0
USR01726,20,Mumbai,current,10308.18,True,0,17,15040.79,884.7523529411765,23,13,13,1.0,5.0
USR01727,48,Delhi,savings,15758.08,True,0,13,14609.96,1123.8430769230768,28,6,6,0.0,0.0
USR01728,29,Bengaluru,savings,26396.24,True,0,8,9975.73,1246.96625,32,12,12,1.0,4.0
USR01729,27,Bengaluru,savings,14003.84,True,0,15,7985.86,532.3906666666667,9,7,7,0.0,0.0
USR01730,28,Delhi,savings,3777.07,True,0,18,36345.42,2019.19,9,6,6,2.0,5.0
USR01731,28,Mumbai,current,5029.07,True,0,16,13465.33,841.583125,13,7,7,1.0,3.0
USR01732,26,Hyderabad,savings,1622.71,True,0,14,13803.54,985.9671428571428,22,8,8,0.0,0.0
USR01733,37,Mumbai,wallet,29624.43,True,0,29,28183.07,971.83,36,8,8,0.0,0.0
USR01734,31,Delhi,current,2290.36,True,1,8,2384.79,298.09875,90,4,4,0.0,0.0
USR01735,37,Delhi,savings,1011.34,True,0,10,6913.429999999999,691.343,68,2,2,0.0,0.0
USR01736,25,Hyderabad,wallet,7602.3,True,0,18,13880.06,771.1144444444444,6,11,11,0.0,0.0
USR01737,45,Mumbai,savings,9816.23,True,0,16,24416.68,1526.0425,16,8,8,0.0,0.0
USR01738,34,Bengaluru,savings,23813.81,True,0,12,21057.36,1754.78,23,9,9,0.0,0.0
USR01739,55,Bengaluru,savings,7954.3,True,0,11,4712.29,428.39,22,7,7,0.0,0.0
USR01740,43,Bengaluru,savings,6336.77,True,0,13,14968.18,1151.3984615384616,12,7,7,2.0,4.0
USR01741,34,Kolkata,savings,8285.04,True,0,9,8472.53,941.3922222222222,13,5,5,0.0,0.0
USR01742,22,Chennai,current,14778.33,True,0,14,13423.47,958.8192857142856,19,7,7,0.0,0.0
USR01743,18,Mumbai,savings,6076.4,True,0,11,6414.39,583.1263636363636,12,10,9,1.0,3.0
USR01744,18,Delhi,savings,292.91,True,1,10,6107.29,610.729,58,3,3,0.0,0.0
USR01745,43,Chennai,savings,4212.38,True,0,15,15506.41,1033.7606666666666,22,6,6,0.0,0.0
USR01746,41,Mumbai,savings,5817.23,True,0,19,21253.91,1118.6268421052632,19,9,9,0.0,0.0
USR01747,36,Kolkata,wallet,17135.1,True,0,12,22622.12,1885.1766666666665,19,4,4,0.0,0.0
USR01748,34,Delhi,savings,14613.4,True,0,13,21163.69,1627.9761538461537,13,8,8,0.0,0.0
USR01749,45,Kolkata,current,31206.28,True,0,9,9200.93,1022.3255555555556,35,10,10,0.0,0.0
USR01750,43,Mumbai,savings,23438.85,True,0,13,11581.08,890.8523076923077,22,7,7,1.0,3.0
USR01751,42,Jaipur,savings,9015.13,True,0,9,11885.18,1320.5755555555556,16,7,7,1.0,5.0
USR01752,29,Delhi,savings,26704.87,True,0,13,12448.67,957.59,9,14,14,1.0,4.0
USR01753,18,Mumbai,wallet,10698.18,True,0,13,12196.79,938.2146153846152,25,7,7,0.0,0.0
USR01754,31,Chennai,savings,301.53,True,0,13,16588.27,1276.0207692307692,23,10,10,0.0,0.0
USR01755,32,Mumbai,savings,537.44,True,1,8,2917.39,364.67375,78,6,6,0.0,0.0
USR01756,32,Chennai,wallet,17096.66,True,0,9,9614.06,1068.2288888888888,14,9,9,0.0,0.0
USR01757,33,Delhi,wallet,832.68,True,0,12,17771.49,1480.9575000000002,98,2,2,1.0,5.0
USR01758,28,Mumbai,wallet,58136.72,True,0,15,19984.33,1332.2886666666668,43,14,14,1.0,5.0
USR01759,45,Hyderabad,wallet,24172.42,True,0,9,6798.79,755.4211111111111,3,14,13,0.0,0.0
USR01760,38,Mumbai,savings,26485.23,True,0,13,18880.34,1452.3338461538465,24,9,9,0.0,0.0
USR01761,36,Chennai,wallet,917.57,True,0,9,12739.83,1415.5366666666666,14,5,5,1.0,4.0
USR01762,25,Lucknow,wallet,9925.86,True,0,8,10939.09,1367.38625,18,7,7,0.0,0.0
USR01763,42,Mumbai,current,714.89,True,0,17,17966.02,1056.8247058823529,7,9,9,0.0,0.0
USR01764,24,Jaipur,savings,4953.83,True,0,14,13707.54,979.11,5,11,10,0.0,0.0
USR01765,18,Pune,savings,1256.22,True,0,10,10834.23,1083.423,47,5,5,2.0,4.0
USR01766,60,Mumbai,savings,46724.96,True,0,16,26492.74,1655.79625,17,8,8,0.0,0.0
USR01767,19,Delhi,current,12002.41,True,0,15,13819.54,921.3026666666668,37,5,5,1.0,3.0
USR01768,29,Mumbai,wallet,17762.17,True,0,6,9580.34,1596.7233333333334,108,6,6,1.0,3.0
USR01769,18,Chennai,wallet,7723.64,True,0,12,14928.21,1244.0175,11,8,7,1.0,5.0
USR01770,23,Bengaluru,savings,35320.52,True,0,15,12125.39,808.3593333333333,73,1,1,1.0,5.0
USR01771,18,Delhi,wallet,3370.62,True,0,17,20384.71,1199.100588235294,19,10,10,0.0,0.0
USR01772,63,Pune,savings,1126.49,True,0,16,14791.89,924.493125,11,6,6,0.0,0.0
USR01773,42,Pune,savings,889.43,True,0,12,10386.84,865.57,47,6,5,0.0,0.0
USR01774,37,Delhi,current,25601.01,True,0,10,12147.97,1214.797,14,11,10,1.0,4.0
USR01775,41,Mumbai,savings,3030.35,True,0,12,8650.32,720.86,8,7,7,2.0,3.5
USR01776,31,Pune,wallet,10794.51,True,0,14,20902.52,1493.037142857143,69,8,8,1.0,4.0
USR01777,23,Mumbai,wallet,6379.65,True,0,15,13209.81,880.654,21,9,9,1.0,3.0
USR01778,42,Kolkata,wallet,30411.16,True,0,20,31771.67,1588.5835000000002,23,6,6,0.0,0.0
USR01779,40,Delhi,savings,28208.92,True,0,13,20732.93,1594.8407692307692,18,14,13,0.0,0.0
USR01780,54,Mumbai,savings,10153.54,True,0,7,10449.55,1492.792857142857,21,6,6,0.0,0.0
USR01781,29,Mumbai,wallet,643.15,True,0,16,25479.58,1592.47375,17,7,7,0.0,0.0
USR01782,26,Delhi,wallet,4063.71,True,0,14,18189.26,1299.232857142857,18,11,11,0.0,0.0
USR01783,28,Hyderabad,savings,15439.87,True,0,12,20163.74,1680.3116666666665,79,2,2,0.0,0.0
USR01784,36,Pune,wallet,5948.55,True,0,11,14217.38,1292.489090909091,31,8,8,0.0,0.0
USR01785,31,Chennai,wallet,110426.68,True,0,13,31078.34,2390.6415384615384,38,7,7,0.0,0.0
USR01786,36,Bengaluru,savings,5077.31,True,0,13,18916.72,1455.1323076923074,35,8,8,0.0,0.0
USR01787,44,Mumbai,savings,6315.85,True,0,18,13617.99,756.555,11,4,4,0.0,0.0
USR01788,41,Bengaluru,wallet,16955.35,True,0,16,26469.99,1654.374375,4,5,5,0.0,0.0
USR01789,18,Mumbai,savings,13067.27,True,0,20,18512.15,925.6075,9,8,8,0.0,0.0
USR01790,31,Ahmedabad,savings,54762.91,True,0,15,21191.62,1412.7746666666667,33,8,8,2.0,4.0
USR01791,18,Bengaluru,current,802.4,True,0,14,11927.27,851.9478571428572,20,9,9,0.0,0.0
USR01792,23,Chennai,savings,2127.11,True,0,17,22189.68,1305.275294117647,10,4,4,0.0,0.0
USR01793,33,Chennai,savings,19903.86,True,0,15,18324.93,1221.662,35,16,16,0.0,0.0
USR01794,27,Kolkata,savings,760.68,True,0,22,35481.48,1612.7945454545456,12,8,8,0.0,0.0
USR01795,19,Pune,current,388.68,True,0,15,14622.79,974.8526666666668,13,6,6,0.0,0.0
USR01796,44,Bengaluru,savings,2732.64,True,0,18,18175.71,1009.7616666666668,21,5,5,0.0,0.0
USR01797,44,Kolkata,current,19052.3,True,0,16,19691.04,1230.69,11,4,4,0.0,0.0
USR01798,21,Chennai,wallet,3299.81,False,1,8,5151.97,643.99625,102,4,4,0.0,0.0
USR01799,40,Chennai,savings,20194.36,True,0,16,18194.45,1137.153125,18,9,9,2.0,3.0
USR01800,18,Mumbai,wallet,1408.29,True,0,17,15606.71,918.0417647058824,28,6,6,0.0,0.0
USR01801,51,Chennai,wallet,469.0,True,0,10,13110.52,1311.052,30,7,7,0.0,0.0
USR01802,29,Pune,savings,5401.29,True,0,9,7850.200000000001,872.2444444444445,18,8,8,0.0,0.0
USR01803,27,Chennai,wallet,220.87,True,1,9,3273.6800000000003,363.7422222222223,118,1,1,0.0,0.0
USR01804,38,Hyderabad,savings,16128.69,True,0,16,18911.94,1181.99625,22,4,4,2.0,5.0
USR01805,42,Hyderabad,current,12860.4,True,0,15,12733.85,848.9233333333334,34,5,5,0.0,0.0
USR01806,18,Mumbai,savings,18569.63,True,0,10,8169.93,816.993,17,6,6,0.0,0.0
USR01807,34,Kolkata,savings,18317.45,True,0,9,10247.11,1138.5677777777778,22,11,11,0.0,0.0
USR01808,41,Delhi,savings,4346.17,True,0,13,18310.45,1408.496153846154,39,11,11,1.0,5.0
USR01809,26,Ahmedabad,savings,56250.33,True,0,12,13700.53,1141.7108333333333,35,8,8,0.0,0.0
USR01810,25,Kolkata,savings,7142.68,True,0,14,16819.95,1201.425,21,12,12,0.0,0.0
USR01811,21,Pune,savings,33900.25,True,0,19,22832.11,1201.69,16,5,5,0.0,0.0
