user_id,issue_type,satisfaction_score,churn
USR03671,transaction_failed,3,0
USR08300,money_not_received,4,0
USR06727,app_crash,4,0
USR06727,transaction_failed,3,0
USR06727,transaction_failed,3,0
USR00435,app_crash,3,0
USR00435,transaction_failed,3,0
USR08513,kyc_issue,4,0
USR08558,app_crash,3,0
USR01531,transaction_failed,3,0
USR09329,transaction_failed,3,0
USR08144,transaction_failed,3,1
USR08144,account_blocked,5,1
USR01441,app_crash,4,0
USR09650,money_not_received,4,0
USR05308,account_blocked,4,0
USR04142,account_blocked,5,0
USR05932,transaction_failed,4,0
USR05932,general_query,3,0
USR05932,app_crash,5,0
USR02836,kyc_issue,3,0
USR02836,general_query,5,0
USR03499,transaction_failed,3,1
USR01238,money_not_received,5,0
USR03723,transaction_failed,3,0
USR05454,app_crash,4,0
USR05454,wrong_charge,4,0
USR07994,money_not_received,3,0
USR05099,wrong_charge,3,0
USR02538,money_not_received,4,0
USR03298,money_not_received,4,0
USR03298,app_crash,3,0
USR02520,kyc_issue,5,0
USR02520,transaction_failed,3,0
USR04137,money_not_received,3,0
USR01214,money_not_received,3,0
USR04812,transaction_failed,4,0
USR08474,money_not_received,5,0
USR08474,money_not_received,5,0
USR06481,transaction_failed,5,0
USR05375,general_query,4,0
USR08147,money_not_received,4,0
USR05963,transaction_failed,3,0
USR00337,app_crash,3,0
USR01234,app_crash,3,0
USR01234,transaction_failed,5,0
USR01234,transaction_failed,4,0
USR01234,transaction_failed,4,0
USR01100,transaction_failed,3,0
USR01100,account_blocked,4,0
USR03386,money_not_received,3,0
USR01319,account_blocked,2,1
USR01319,transaction_failed,4,1
USR01319,wrong_charge,4,1
USR01319,account_blocked,2,1
USR01319,kyc_issue,4,1
USR08085,transaction_failed,3,0
USR07792,wrong_charge,3,0
USR00943,app_crash,4,0
USR05939,app_crash,5,0
USR06474,money_not_received,4,0
USR01683,transaction_failed,3,0
USR09474,money_not_received,3,0
USR03580,transaction_failed,5,0
USR01834,money_not_received,3,0
USR01834,transaction_failed,3,0
USR04205,kyc_issue,4,0
USR04205,account_blocked,4,0
USR04205,transaction_failed,5,0
USR09360,transaction_failed,4,0
USR08302,transaction_failed,2,1
USR08302,transaction_failed,5,1
USR08302,transaction_failed,1,1
USR03828,transaction_failed,5,0
USR03936,transaction_failed,4,0
USR09580,transaction_failed,3,0
USR01524,transaction_failed,5,0
USR01524,money_not_received,5,0
USR07125,transaction_failed,5,0
USR05733,kyc_issue,4,0
USR07365,transaction_failed,3,0
USR07365,general_query,3,0
USR01617,money_not_received,4,0
USR02870,transaction_failed,3,0
USR06596,money_not_received,4,1
USR06596,account_blocked,3,1
USR06596,transaction_failed,3,1
USR06596,transaction_failed,3,1
USR06596,money_not_received,4,1
USR06596,money_not_received,1,1
USR06596,general_query,4,1
USR09605,money_not_received,4,1
USR09605,kyc_issue,5,1
USR09605,app_crash,2,1
USR09605,money_not_received,5,1
USR06871,money_not_received,3,0
USR01463,transaction_failed,4,0
USR01463,account_blocked,4,0
USR03860,money_not_received,5,0
USR09628,wrong_charge,4,0
USR09628,app_crash,5,0
USR03071,money_not_received,3,0
USR03962,account_blocked,4,0
USR00938,transaction_failed,4,0
USR07840,general_query,3,0
USR02348,transaction_failed,4,0
USR02348,transaction_failed,3,0
USR08149,general_query,4,0
USR01980,kyc_issue,5,0
USR05286,account_blocked,5,0
USR05270,transaction_failed,5,0
USR06271,general_query,5,0
USR06271,money_not_received,4,0
USR07340,money_not_received,4,0
USR07340,transaction_failed,5,0
USR01812,general_query,4,0
USR07172,wrong_charge,5,0
USR07172,account_blocked,5,0
USR07147,app_crash,5,0
USR07147,money_not_received,4,0
USR08213,transaction_failed,5,0
USR04150,app_crash,4,0
USR03842,general_query,3,0
USR03842,money_not_received,4,0
USR00778,transaction_failed,3,0
USR03069,transaction_failed,4,0
USR03069,transaction_failed,4,0
USR07501,account_blocked,4,0
USR07501,kyc_issue,4,0
USR07501,wrong_charge,3,0
USR05134,transaction_failed,5,0
USR05134,money_not_received,4,0
USR05134,kyc_issue,3,0
USR02455,app_crash,4,0
USR07298,money_not_received,4,0
USR07939,transaction_failed,4,0
USR00506,app_crash,3,0
USR01832,transaction_failed,3,0
USR07047,app_crash,5,0
USR07047,app_crash,3,0
USR04714,app_crash,5,0
USR04714,account_blocked,4,0
USR05862,account_blocked,5,0
USR03015,app_crash,3,0
USR03015,money_not_received,3,0
USR09357,app_crash,4,0
USR08457,app_crash,3,0
USR04404,transaction_failed,3,1
USR04404,transaction_failed,3,1
USR04404,app_crash,2,1
USR04404,kyc_issue,2,1
USR04404,money_not_received,5,1
USR01668,money_not_received,4,0
USR01668,transaction_failed,5,0
USR07420,kyc_issue,4,0
USR00983,kyc_issue,5,0
USR00983,transaction_failed,5,0
USR00983,app_crash,5,0
USR00983,general_query,3,0
USR01527,transaction_failed,4,0
USR05858,money_not_received,5,0
USR01334,transaction_failed,4,0
USR06387,transaction_failed,3,0
USR06387,wrong_charge,3,0
USR06387,app_crash,4,0
USR04455,transaction_failed,3,0
USR00982,money_not_received,3,0
USR00982,transaction_failed,4,0
USR05365,account_blocked,4,0
USR06025,money_not_received,5,0
USR06025,kyc_issue,5,0
USR06731,kyc_issue,5,0
USR04262,account_blocked,4,0
USR04081,account_blocked,3,0
USR07684,money_not_received,5,0
USR06504,transaction_failed,5,1
USR06162,money_not_received,3,0
USR06848,wrong_charge,3,0
USR03356,app_crash,3,0
USR06234,kyc_issue,3,0
USR05624,app_crash,4,0
USR05624,transaction_failed,3,0
USR05624,app_crash,4,0
USR02952,money_not_received,5,1
USR08404,transaction_failed,3,0
USR04662,money_not_received,3,0
USR03232,account_blocked,3,0
USR08682,transaction_failed,3,0
USR08682,account_blocked,5,0
USR08682,transaction_failed,5,0
USR02497,transaction_failed,5,0
USR02497,transaction_failed,3,0
USR00106,app_crash,5,0
USR08486,transaction_failed,4,0
USR03497,kyc_issue,3,0
USR04445,money_not_received,5,1
USR04445,kyc_issue,2,1
USR04445,money_not_received,5,1
USR04445,account_blocked,1,1
USR04445,kyc_issue,3,1
USR04445,money_not_received,1,1
USR04445,account_blocked,3,1
USR04445,app_crash,4,1
USR04445,kyc_issue,1,1
USR05781,app_crash,3,0
USR05781,transaction_failed,4,0
USR09462,transaction_failed,4,0
USR09011,money_not_received,4,0
USR05153,account_blocked,5,0
USR05153,app_crash,4,0
USR03212,general_query,3,0
USR06964,account_blocked,3,0
USR01259,kyc_issue,4,0
USR01259,transaction_failed,3,0
USR04815,account_blocked,5,0
USR02265,app_crash,3,0
USR03605,transaction_failed,4,0
USR01475,kyc_issue,3,0
USR08605,transaction_failed,5,0
USR02319,general_query,3,0
USR04899,app_crash,4,0
USR04899,account_blocked,5,0
USR04899,transaction_failed,3,0
USR06077,kyc_issue,5,0
USR07176,account_blocked,5,0
USR01226,general_query,5,0
USR00045,money_not_received,5,0
USR07110,wrong_charge,5,0
USR04793,transaction_failed,4,0
USR07292,money_not_received,4,1
USR07292,transaction_failed,3,1
USR07292,transaction_failed,1,1
USR07292,app_crash,1,1
USR03106,kyc_issue,4,0
USR06097,transaction_failed,3,1
USR06097,wrong_charge,5,1
USR06097,money_not_received,3,1
USR07995,kyc_issue,5,0
USR04107,money_not_received,5,0
USR05980,general_query,5,0
USR05980,transaction_failed,3,0
USR05980,money_not_received,3,0
USR05769,app_crash,5,0
USR05769,account_blocked,3,0
USR06575,general_query,3,0
USR05860,money_not_received,1,1
USR05860,transaction_failed,2,1
USR05860,app_crash,4,1
USR00664,account_blocked,5,0
USR09555,transaction_failed,4,0
USR05893,transaction_failed,5,0
USR05893,money_not_received,3,0
USR03338,money_not_received,5,1
USR03338,account_blocked,3,1
USR03338,kyc_issue,3,1
USR08186,app_crash,2,1
USR08186,money_not_received,4,1
USR08186,app_crash,3,1
USR08186,transaction_failed,5,1
USR08186,transaction_failed,5,1
USR00962,app_crash,3,0
USR00962,account_blocked,5,0
USR06924,wrong_charge,3,0
USR08651,app_crash,4,0
USR08651,app_crash,5,0
USR08651,general_query,3,0
USR08900,transaction_failed,3,0
USR08900,transaction_failed,3,0
USR01108,money_not_received,3,0
USR06172,transaction_failed,4,0
USR02728,kyc_issue,4,0
USR06582,account_blocked,4,0
USR06582,account_blocked,4,0
USR00263,transaction_failed,3,0
USR07773,app_crash,5,0
USR06086,money_not_received,5,0
USR05764,account_blocked,4,0
USR00715,kyc_issue,4,0
USR00956,app_crash,3,0
USR08950,transaction_failed,5,0
USR08950,money_not_received,4,0
USR02558,transaction_failed,4,0
USR02303,wrong_charge,4,0
USR05403,app_crash,3,0
USR06607,money_not_received,5,0
USR05895,account_blocked,3,0
USR00876,transaction_failed,3,0
USR00876,money_not_received,3,0
USR00592,money_not_received,5,0
USR02165,transaction_failed,3,0
USR07287,kyc_issue,5,0
USR03674,account_blocked,2,1
USR03674,account_blocked,3,1
USR00077,app_crash,5,0
USR00077,app_crash,3,0
USR05084,app_crash,4,0
USR07130,money_not_received,5,0
USR07130,app_crash,3,0
USR03137,money_not_received,4,0
USR01267,app_crash,4,0
USR07270,transaction_failed,4,0
USR03815,money_not_received,5,0
USR03815,money_not_received,3,0
USR01387,money_not_received,4,0
USR01387,app_crash,3,0
USR02692,account_blocked,4,0
USR02692,app_crash,4,0
USR02692,kyc_issue,5,0
USR09991,account_blocked,4,0
USR04962,kyc_issue,3,1
USR04962,money_not_received,2,1
USR08645,money_not_received,4,0
USR01969,kyc_issue,5,0
USR05592,transaction_failed,5,0
USR04039,transaction_failed,3,0
USR04039,money_not_received,5,0
USR06551,transaction_failed,3,0
USR09643,app_crash,5,0
USR09643,money_not_received,3,0
USR06846,money_not_received,4,1
USR06846,transaction_failed,2,1
USR06846,account_blocked,5,1
USR06846,app_crash,5,1
USR09808,transaction_failed,5,0
USR08488,app_crash,2,1
USR08488,account_blocked,3,1
USR08053,transaction_failed,5,0
USR02429,money_not_received,5,0
USR02429,money_not_received,3,0
USR03148,transaction_failed,5,0
USR03148,account_blocked,5,0
USR05723,transaction_failed,5,0
USR01320,transaction_failed,4,0
USR01320,money_not_received,3,0
USR01320,app_crash,4,0
USR04224,transaction_failed,3,0
USR03269,transaction_failed,4,0
USR01396,money_not_received,3,1
USR01396,transaction_failed,4,1
USR01396,money_not_received,5,1
USR01396,transaction_failed,4,1
USR09080,wrong_charge,5,0
USR09080,transaction_failed,5,0
USR09080,general_query,5,0
USR05795,money_not_received,3,0
USR09897,transaction_failed,4,0
USR00851,app_crash,3,1
USR00851,transaction_failed,4,1
USR00851,app_crash,1,1
USR00851,transaction_failed,5,1
USR00851,money_not_received,2,1
USR00851,general_query,2,1
USR04246,money_not_received,3,0
USR04246,money_not_received,3,0
USR00616,kyc_issue,4,0
USR00616,app_crash,3,0
USR09694,money_not_received,3,0
USR08035,transaction_failed,5,1
USR08035,transaction_failed,3,1
USR08035,transaction_failed,1,1
USR05117,transaction_failed,5,0
USR05117,kyc_issue,4,0
USR04174,transaction_failed,3,0
USR04236,wrong_charge,5,0
USR06643,money_not_received,4,0
USR05692,transaction_failed,4,0
USR02483,transaction_failed,3,0
USR02483,transaction_failed,5,0
USR02443,transaction_failed,5,0
USR02443,kyc_issue,4,0
USR02294,app_crash,4,0
USR08942,transaction_failed,4,0
USR08942,transaction_failed,5,0
USR01445,kyc_issue,5,0
USR01469,money_not_received,3,0
USR03702,kyc_issue,5,0
USR03702,transaction_failed,3,0
USR03702,money_not_received,3,0
USR02466,kyc_issue,3,0
USR02466,app_crash,4,0
USR09875,general_query,3,0
USR03824,app_crash,5,0
USR03824,transaction_failed,3,0
USR07210,money_not_received,5,0
USR03885,app_crash,3,0
USR03885,money_not_received,3,0
USR02512,transaction_failed,4,0
USR07079,transaction_failed,4,0
USR07079,transaction_failed,3,0
USR07079,money_not_received,5,0
USR02001,wrong_charge,3,0
USR02001,money_not_received,4,0
USR03950,app_crash,5,0
USR06545,app_crash,1,1
USR06545,general_query,3,1
USR07675,money_not_received,5,0
USR07675,general_query,4,0
USR08123,wrong_charge,5,0
USR05116,money_not_received,3,0
USR05116,account_blocked,3,0
USR05405,app_crash,5,0
USR01769,money_not_received,5,0
USR09191,money_not_received,5,0
USR07190,account_blocked,3,0
USR07190,transaction_failed,3,0
USR09477,general_query,4,1
USR09477,app_crash,1,1
USR08011,kyc_issue,5,0
USR08406,app_crash,3,0
USR06783,kyc_issue,3,1
USR06783,money_not_received,5,1
USR06783,money_not_received,1,1
USR05968,kyc_issue,4,0
USR05968,app_crash,5,0
USR09593,transaction_failed,5,0
USR02435,money_not_received,5,0
USR05487,money_not_received,3,0
USR09169,money_not_received,4,0
USR09169,kyc_issue,4,0
USR09169,kyc_issue,3,0
USR09169,app_crash,3,0
USR05038,transaction_failed,4,0
USR01305,transaction_failed,4,0
USR06940,wrong_charge,4,0
USR09448,transaction_failed,4,1
USR09448,transaction_failed,2,1
USR09448,account_blocked,5,1
USR06536,transaction_failed,4,0
USR06536,money_not_received,5,0
USR05064,kyc_issue,5,0
USR09745,transaction_failed,3,0
USR05450,money_not_received,3,0
USR07090,app_crash,5,0
USR03000,account_blocked,5,0
USR00857,transaction_failed,3,0
USR06227,transaction_failed,5,1
USR05466,account_blocked,3,0
USR00097,wrong_charge,4,0
USR07189,transaction_failed,5,1
USR07189,general_query,2,1
USR07189,general_query,1,1
USR09044,wrong_charge,3,0
USR04719,money_not_received,5,0
USR09149,account_blocked,3,0
USR09149,transaction_failed,4,0
USR09149,kyc_issue,3,0
USR09149,transaction_failed,3,0
USR03592,kyc_issue,5,0
USR05622,money_not_received,4,0
USR06594,transaction_failed,4,0
USR00654,app_crash,3,0
USR08367,money_not_received,4,0
USR07483,app_crash,5,0
USR07809,money_not_received,4,0
USR02225,money_not_received,4,0
USR05391,money_not_received,3,0
USR00612,wrong_charge,3,0
USR03037,transaction_failed,3,0
USR00707,money_not_received,5,0
USR05898,transaction_failed,5,0
USR07779,transaction_failed,3,0
USR08346,general_query,5,0
USR02492,app_crash,5,0
USR02492,money_not_received,4,0
USR04893,money_not_received,5,0
USR04893,account_blocked,5,0
USR06055,transaction_failed,5,0
USR06055,app_crash,3,0
USR06055,money_not_received,4,0
USR06290,kyc_issue,5,0
USR06733,kyc_issue,4,0
USR02509,app_crash,5,0
USR05808,transaction_failed,5,0
USR07822,transaction_failed,5,0
USR00969,transaction_failed,5,1
USR00969,money_not_received,4,1
USR08116,money_not_received,5,0
USR09676,general_query,4,0
USR00818,transaction_failed,5,0
USR02053,transaction_failed,4,0
USR08051,money_not_received,5,0
USR00889,account_blocked,5,0
USR00889,general_query,3,0
USR00889,transaction_failed,5,0
USR04988,app_crash,3,0
USR06568,app_crash,5,0
USR03771,wrong_charge,4,0
USR09311,transaction_failed,4,0
USR04967,app_crash,3,0
USR04857,wrong_charge,4,0
USR03926,general_query,4,0
USR03926,money_not_received,3,0
USR05643,kyc_issue,4,0
USR08125,kyc_issue,3,0
USR00401,money_not_received,3,0
USR02003,transaction_failed,5,0
USR04031,transaction_failed,4,0
USR00758,account_blocked,4,1
USR00758,transaction_failed,2,1
USR00758,transaction_failed,4,1
USR00758,transaction_failed,4,1
USR09354,wrong_charge,4,0
USR05393,transaction_failed,5,0
USR04524,transaction_failed,5,0
USR00349,account_blocked,4,0
USR02679,transaction_failed,5,1
USR02679,app_crash,4,1
USR02679,transaction_failed,2,1
USR00198,transaction_failed,4,0
USR00198,account_blocked,4,0
USR00198,app_crash,4,0
USR04657,money_not_received,4,1
USR04657,transaction_failed,3,1
USR04657,transaction_failed,4,1
USR04657,transaction_failed,1,1
USR01296,money_not_received,4,0
USR01296,account_blocked,4,0
USR06068,transaction_failed,5,0
USR09212,money_not_received,3,0
USR02829,kyc_issue,3,0
USR02829,transaction_failed,3,0
USR02004,transaction_failed,4,0
USR02004,money_not_received,3,0
USR08411,account_blocked,5,0
USR08411,app_crash,3,0
USR08411,money_not_received,3,0
USR02235,account_blocked,3,0
USR04324,money_not_received,4,0
USR05145,general_query,5,0
USR02285,wrong_charge,4,0
USR02285,app_crash,5,0
USR02242,transaction_failed,3,0
USR06946,money_not_received,3,0
USR06946,transaction_failed,4,0
USR05349,account_blocked,4,0
USR02482,transaction_failed,4,0
USR00961,app_crash,4,0
USR04240,transaction_failed,5,0
USR09091,transaction_failed,4,0
USR01166,money_not_received,5,0
USR01166,kyc_issue,3,0
USR09159,wrong_charge,5,0
USR09159,general_query,3,0
USR06313,money_not_received,5,0
USR06313,account_blocked,3,0
USR09863,money_not_received,3,0
USR07842,general_query,5,0
USR06765,kyc_issue,3,0
USR00189,money_not_received,3,0
USR06826,transaction_failed,4,0
USR00134,money_not_received,5,0
USR07381,transaction_failed,4,0
USR07353,account_blocked,3,0
USR02026,transaction_failed,4,0
USR09559,wrong_charge,5,0
USR00476,account_blocked,4,0
USR09877,transaction_failed,5,0
USR05176,wrong_charge,1,1
USR06995,transaction_failed,5,0
USR09124,money_not_received,5,0
USR09124,app_crash,4,0
USR09124,app_crash,4,0
USR01177,transaction_failed,3,0
USR05382,money_not_received,4,0
USR02606,wrong_charge,3,0
USR02930,transaction_failed,5,0
USR00580,transaction_failed,5,1
USR08030,money_not_received,5,0
USR08030,transaction_failed,4,0
USR01112,app_crash,4,0
USR09578,account_blocked,5,0
USR04295,app_crash,3,0
USR00722,transaction_failed,4,0
USR09445,kyc_issue,4,0
USR03944,transaction_failed,3,0
USR03944,kyc_issue,5,0
USR03944,money_not_received,3,0
USR07389,transaction_failed,4,0
USR07389,money_not_received,5,0
USR02131,kyc_issue,3,0
USR05207,transaction_failed,5,1
USR05207,transaction_failed,2,1
USR05207,transaction_failed,1,1
USR09531,money_not_received,4,0
USR06789,kyc_issue,1,1
USR06789,transaction_failed,5,1
USR06789,kyc_issue,5,1
USR06789,transaction_failed,2,1
USR06789,app_crash,2,1
USR05396,account_blocked,3,0
USR05396,transaction_failed,4,0
USR03775,transaction_failed,3,0
USR03124,transaction_failed,5,0
USR07956,kyc_issue,3,0
USR09561,transaction_failed,4,0
USR04895,kyc_issue,4,0
USR04233,money_not_received,4,0
USR04233,app_crash,5,0
USR09609,general_query,5,0
USR03924,account_blocked,4,0
USR09478,money_not_received,5,0
USR09478,transaction_failed,5,0
USR02633,app_crash,5,0
USR07901,wrong_charge,3,0
USR04876,general_query,4,0
USR03112,account_blocked,5,0
USR03112,transaction_failed,3,0
USR03978,app_crash,3,0
USR07188,money_not_received,3,0
USR07188,money_not_received,4,0
USR09887,transaction_failed,3,1
USR09887,kyc_issue,5,1
USR09887,kyc_issue,5,1
USR09887,transaction_failed,3,1
USR07944,app_crash,4,0
USR06456,transaction_failed,4,0
USR07304,money_not_received,5,0
USR00059,money_not_received,4,0
USR02505,general_query,3,0
USR02798,transaction_failed,5,0
USR08559,money_not_received,5,0
USR04367,kyc_issue,3,0
USR02305,transaction_failed,4,0
USR09748,transaction_failed,4,0
USR02400,wrong_charge,3,0
USR02201,general_query,4,0
USR00434,general_query,4,0
USR09600,app_crash,4,0
USR02597,wrong_charge,3,0
USR02597,account_blocked,3,0
USR07683,general_query,5,0
USR06681,money_not_received,3,0
USR01947,account_blocked,5,0
USR01947,app_crash,3,0
USR01947,general_query,4,0
USR09426,app_crash,3,0
USR05891,transaction_failed,3,0
USR03614,app_crash,4,0
USR06412,kyc_issue,5,0
USR06412,account_blocked,4,0
USR01408,transaction_failed,3,0
USR01408,money_not_received,3,0
USR01091,kyc_issue,5,0
USR01091,kyc_issue,5,0
USR06855,transaction_failed,3,0
USR08895,money_not_received,3,0
USR08895,money_not_received,4,0
USR08205,app_crash,5,0
USR08205,app_crash,5,0
USR06729,app_crash,3,1
USR06729,money_not_received,3,1
USR06729,money_not_received,5,1
USR07767,transaction_failed,5,0
USR07767,kyc_issue,4,0
USR09179,transaction_failed,4,0
USR09973,transaction_failed,5,0
USR05494,wrong_charge,3,0
USR05728,money_not_received,3,0
USR06324,account_blocked,3,0
USR04198,wrong_charge,5,0
USR04198,kyc_issue,4,0
USR01730,money_not_received,5,0
USR01730,transaction_failed,5,0
USR05281,money_not_received,4,0
USR05281,money_not_received,5,0
USR07450,money_not_received,5,0
USR06994,account_blocked,5,0
USR07581,money_not_received,5,0
USR01126,money_not_received,2,1
USR01126,account_blocked,4,1
USR01126,app_crash,5,1
USR06591,app_crash,5,0
USR06550,app_crash,5,0
USR06550,general_query,5,0
USR06550,money_not_received,5,0
USR06550,account_blocked,4,0
USR05479,wrong_charge,5,0
USR00743,general_query,4,0
USR00743,kyc_issue,5,0
USR03722,app_crash,4,0
USR03722,transaction_failed,4,0
USR05737,app_crash,4,0
USR08073,money_not_received,4,0
USR06836,kyc_issue,3,0
USR06836,transaction_failed,5,0
USR06836,transaction_failed,5,0
USR03632,account_blocked,5,0
USR03632,account_blocked,4,0
USR09439,money_not_received,5,0
USR09312,money_not_received,3,0
USR06211,wrong_charge,5,0
USR08886,transaction_failed,3,0
USR01665,account_blocked,3,0
USR01665,money_not_received,3,0
USR04602,app_crash,5,0
USR04602,kyc_issue,3,0
USR07186,kyc_issue,4,0
USR05970,transaction_failed,4,0
USR05970,transaction_failed,3,0
USR09222,transaction_failed,5,0
USR09222,app_crash,4,0
USR08236,wrong_charge,5,0
USR08236,transaction_failed,3,0
USR01314,transaction_failed,4,0
USR01314,kyc_issue,5,0
USR07714,app_crash,4,0
USR07714,transaction_failed,4,0
USR07714,transaction_failed,5,0
USR02818,money_not_received,2,1
USR04176,kyc_issue,4,0
USR04176,money_not_received,4,0
USR03898,money_not_received,5,0
USR04507,account_blocked,4,1
USR04507,money_not_received,5,1
USR04507,transaction_failed,1,1
USR00384,app_crash,3,0
USR01400,wrong_charge,3,0
USR01400,money_not_received,3,0
USR08833,money_not_received,5,0
USR06707,account_blocked,3,0
USR06175,transaction_failed,3,0
USR03721,wrong_charge,3,0
USR03721,money_not_received,5,0
USR03721,transaction_failed,5,0
USR01340,money_not_received,4,0
USR02943,transaction_failed,3,0
USR09481,transaction_failed,3,0
USR03689,kyc_issue,3,0
USR09861,account_blocked,4,0
USR09861,transaction_failed,3,0
USR05575,money_not_received,3,0
USR04327,account_blocked,3,0
USR04327,app_crash,3,0
USR04327,kyc_issue,5,0
USR04168,account_blocked,4,0
USR04044,wrong_charge,5,0
USR03178,transaction_failed,5,0
USR08609,transaction_failed,3,0
USR09627,app_crash,4,0
USR00245,transaction_failed,3,0
USR05877,money_not_received,3,0
USR05877,wrong_charge,5,0
USR06918,general_query,3,0
USR06918,app_crash,4,0
USR06694,kyc_issue,5,0
USR06694,transaction_failed,5,0
USR06694,app_crash,5,0
USR06694,app_crash,4,0
USR06694,transaction_failed,3,0
USR05230,app_crash,5,1
USR05230,app_crash,2,1
USR08678,transaction_failed,5,0
USR09499,transaction_failed,1,1
USR09499,transaction_failed,2,1
USR09499,app_crash,3,1
USR05844,general_query,5,0
USR05844,kyc_issue,3,0
USR04093,transaction_failed,3,0
USR04578,app_crash,5,0
USR04578,transaction_failed,3,0
USR04570,wrong_charge,3,0
USR04570,app_crash,3,0
USR08858,kyc_issue,3,0
USR08252,money_not_received,4,1
USR08252,money_not_received,1,1
USR08252,transaction_failed,3,1
USR03501,app_crash,5,0
USR03501,app_crash,5,0
USR03501,transaction_failed,4,0
USR03501,money_not_received,3,0
USR04029,general_query,5,0
USR04029,money_not_received,5,0
USR04447,money_not_received,4,0
USR04760,transaction_failed,3,0
USR04760,money_not_received,4,0
USR04760,kyc_issue,5,0
USR09880,account_blocked,3,0
USR09880,transaction_failed,3,0
USR03126,transaction_failed,3,0
USR03380,transaction_failed,4,0
USR03244,money_not_received,5,0
USR04765,app_crash,4,0
USR08045,kyc_issue,3,0
USR04619,money_not_received,3,0
USR04619,money_not_received,4,0
USR09998,wrong_charge,1,1
USR09998,transaction_failed,1,1
USR09998,app_crash,2,1
USR09998,kyc_issue,4,1
USR01358,transaction_failed,3,0
USR00799,app_crash,4,0
USR00656,transaction_failed,4,0
USR00656,account_blocked,4,0
USR00656,transaction_failed,4,0
USR00656,app_crash,4,0
USR00931,account_blocked,3,1
USR00931,wrong_charge,2,1
USR00931,transaction_failed,3,1
USR05649,money_not_received,3,0
USR06981,money_not_received,3,0
USR06981,wrong_charge,3,0
USR04166,wrong_charge,3,0
USR04166,app_crash,4,0
USR02841,money_not_received,3,0
USR05907,money_not_received,3,0
USR05907,transaction_failed,4,0
USR05907,transaction_failed,5,0
USR07938,money_not_received,3,0
USR07938,money_not_received,4,0
USR05236,app_crash,4,0
USR05177,kyc_issue,3,0
USR07706,app_crash,3,0
USR03442,app_crash,5,0
USR05934,app_crash,3,0
USR05934,transaction_failed,5,0
USR05934,money_not_received,5,0
USR05626,money_not_received,4,0
USR05626,kyc_issue,3,0
USR05626,transaction_failed,5,0
USR06494,transaction_failed,4,0
USR00642,transaction_failed,3,1
USR00642,money_not_received,2,1
USR06812,money_not_received,4,0
USR06812,app_crash,5,0
USR05992,money_not_received,1,1
USR03083,kyc_issue,3,0
USR01908,general_query,5,1
USR01908,transaction_failed,3,1
USR06016,app_crash,5,0
USR09270,transaction_failed,3,0
USR09270,money_not_received,4,0
USR02394,wrong_charge,1,1
USR02394,money_not_received,1,1
USR02394,transaction_failed,5,1
USR05722,account_blocked,4,0
USR08453,kyc_issue,3,0
USR09362,money_not_received,3,0
USR08315,app_crash,4,0
USR03669,transaction_failed,5,0
USR03669,general_query,4,0
USR03571,money_not_received,5,0
USR09160,app_crash,2,1
USR09160,money_not_received,2,1
USR09160,wrong_charge,3,1
USR09160,transaction_failed,5,1
USR04477,transaction_failed,4,0
USR02946,money_not_received,5,0
USR00303,kyc_issue,5,0
USR01556,kyc_issue,5,0
USR06190,app_crash,3,0
USR07641,transaction_failed,4,0
USR04948,money_not_received,4,0
USR07692,transaction_failed,3,0
USR05849,app_crash,3,0
USR05122,account_blocked,5,0
USR02551,transaction_failed,3,0
USR04798,money_not_received,5,0
USR05969,money_not_received,3,0
USR06241,kyc_issue,5,0
USR04561,money_not_received,5,0
USR00886,money_not_received,3,0
USR08417,app_crash,5,0
USR07436,app_crash,2,1
USR07436,transaction_failed,1,1
USR07436,money_not_received,5,1
USR07436,wrong_charge,3,1
USR00488,money_not_received,3,0
USR04136,money_not_received,4,0
USR04009,app_crash,4,0
USR07264,money_not_received,5,0
USR01864,money_not_received,5,1
USR01864,transaction_failed,5,1
USR02959,money_not_received,3,1
USR00300,app_crash,5,0
USR08916,general_query,3,0
USR01768,transaction_failed,3,0
USR06986,transaction_failed,4,0
USR06986,general_query,5,0
USR08720,app_crash,5,0
USR05046,account_blocked,3,0
USR05046,money_not_received,4,0
USR08981,transaction_failed,4,0
USR00600,account_blocked,5,0
USR02608,transaction_failed,4,0
USR09874,money_not_received,4,0
USR02071,account_blocked,5,0
USR04379,money_not_received,3,0
USR08080,app_crash,4,0
USR03882,general_query,3,0
USR02832,money_not_received,5,0
USR06402,app_crash,5,1
USR06402,transaction_failed,1,1
USR06402,money_not_received,2,1
USR08748,general_query,3,0
USR04845,transaction_failed,5,0
USR04845,transaction_failed,3,0
USR04845,kyc_issue,5,0
USR04845,money_not_received,3,0
USR05280,transaction_failed,4,0
USR06659,money_not_received,5,0
USR06659,money_not_received,3,0
USR06659,account_blocked,5,0
USR06659,transaction_failed,4,0
USR05748,transaction_failed,4,0
USR09799,money_not_received,5,0
USR06615,account_blocked,4,0
USR09699,money_not_received,3,0
USR09699,account_blocked,5,0
USR09953,money_not_received,3,0
USR06525,kyc_issue,4,0
USR06525,transaction_failed,4,0
USR06525,transaction_failed,5,0
USR01861,app_crash,3,0
USR05024,money_not_received,5,0
USR00780,app_crash,3,0
USR00602,transaction_failed,5,0
USR09995,money_not_received,4,0
USR09995,kyc_issue,3,0
USR07715,transaction_failed,3,0
USR05178,money_not_received,3,0
