user_id,churn,recency_days,frequency,monetary,r_score,f_score,m_score,segment,rfm_score
USR01294,0,22.0,10,11619.09,4,3,3,Loyal,10
USR01295,0,7.0,14,17164.06,4,3,3,Loyal,10
USR01296,0,17.0,19,18855.57,4,3,3,Loyal,10
USR01297,0,21.0,9,15070.48,4,2,3,Loyal,9
USR01298,0,79.0,11,17268.29,3,3,3,Loyal,9
USR01299,0,9.0,17,19894.83,4,3,3,Loyal,10
USR01300,0,37.0,16,16619.18,3,3,3,Loyal,9
USR01301,0,14.0,19,16570.93,4,3,3,Loyal,10
USR01302,0,27.0,17,30096.39,4,3,3,Loyal,10
USR01303,0,26.0,15,18673.6,4,3,3,Loyal,10
USR01304,0,38.0,20,27820.88,3,4,3,Loyal,10
USR01305,0,28.0,12,11983.14,4,3,3,Loyal,10
USR01306,0,49.0,11,11059.33,3,3,3,Loyal,9
USR01307,0,21.0,17,21698.81,4,3,3,Loyal,10
USR01308,0,31.0,6,6362.85,3,2,2,Promising,7
USR01309,0,46.0,14,19785.05,3,3,3,Loyal,9
USR01310,0,32.0,13,9640.08,3,3,2,Promising,8
USR01311,0,33.0,12,13671.11,3,3,3,Loyal,9
USR01312,0,12.0,17,19884.22,4,3,3,Loyal,10
USR01313,0,67.0,14,15487.94,3,3,3,Loyal,9
USR01314,0,49.0,12,15053.46,3,3,3,Loyal,9
USR01315,0,6.0,11,11837.42,4,3,3,Loyal,10
USR01316,0,32.0,12,10703.11,3,3,3,Loyal,9
USR01317,0,19.0,15,15372.05,4,3,3,Loyal,10
USR01318,0,32.0,10,14358.36,3,3,3,Loyal,9
USR01319,1,51.0,9,3714.57,3,2,2,Promising,7
USR01320,0,18.0,12,14250.19,4,3,3,Loyal,10
USR01321,0,45.0,9,10001.59,3,2,3,Promising,8
USR01322,0,15.0,14,16904.82,4,3,3,Loyal,10
USR01323,0,33.0,12,10131.66,3,3,3,Loyal,9
USR01324,0,31.0,14,18259.91,3,3,3,Loyal,9
USR01325,0,29.0,11,10573.11,4,3,3,Loyal,10
USR01326,0,31.0,10,12790.02,3,3,3,Loyal,9
USR01327,0,38.0,10,13594.32,3,3,3,Loyal,9
USR01328,0,18.0,11,10030.56,4,3,3,Loyal,10
USR01329,0,8.0,8,10159.24,4,2,3,Loyal,9
USR01330,0,14.0,14,10109.01,4,3,3,Loyal,10
USR01331,0,7.0,12,15367.27,4,3,3,Loyal,10
USR01332,0,26.0,14,13553.19,4,3,3,Loyal,10
USR01333,0,28.0,12,16737.63,4,3,3,Loyal,10
USR01334,0,33.0,13,14282.35,3,3,3,Loyal,9
USR01335,0,18.0,10,17772.64,4,3,3,Loyal,10
USR01336,0,19.0,14,22279.1,4,3,3,Loyal,10
USR01337,0,23.0,11,10320.18,4,3,3,Loyal,10
USR01338,0,35.0,16,20809.33,3,3,3,Loyal,9
USR01339,1,66.0,6,3997.12,3,2,2,Promising,7
USR01340,0,12.0,15,21197.82,4,3,3,Loyal,10
USR01341,1,59.0,8,3935.64,3,2,2,Promising,7
USR01342,1,37.0,7,3023.77,3,2,2,Promising,7
USR01343,0,14.0,17,14960.04,4,3,3,Loyal,10
USR01344,1,122.0,6,4426.38,2,2,2,At Risk,6
USR01345,0,30.0,21,23391.27,4,4,3,Champion,11
USR01346,0,14.0,19,14744.69,4,3,3,Loyal,10
USR01347,1,182.0,4,2168.37,1,2,2,At Risk,5
USR01348,0,25.0,13,13507.99,4,3,3,Loyal,10
USR01349,0,89.0,5,13759.86,3,2,3,Promising,8
USR01350,0,17.0,13,13841.81,4,3,3,Loyal,10
USR01351,0,3.0,10,11795.36,4,3,3,Loyal,10
USR01352,0,23.0,18,20392.29,4,3,3,Loyal,10
USR01353,0,29.0,16,16190.73,4,3,3,Loyal,10
USR01354,0,23.0,16,19294.96,4,3,3,Loyal,10
USR01355,0,21.0,7,6522.18,4,2,2,Promising,8
USR01356,1,85.0,8,3784.73,3,2,2,Promising,7
USR01357,0,52.0,13,15353.12,3,3,3,Loyal,9
USR01358,0,32.0,25,26909.84,3,4,3,Loyal,10
USR01359,0,43.0,11,8062.97,3,3,2,Promising,8
USR01360,1,61.0,8,4411.83,3,2,2,Promising,7
USR01361,0,56.0,12,20722.73,3,3,3,Loyal,9
USR01362,0,51.0,9,9881.31,3,2,2,Promising,7
USR01363,0,21.0,13,19604.67,4,3,3,Loyal,10
USR01364,0,6.0,21,31057.5,4,4,3,Champion,11
USR01365,0,40.0,13,17181.11,3,3,3,Loyal,9
USR01366,0,15.0,15,16615.82,4,3,3,Loyal,10
USR01367,0,54.0,9,8910.15,3,2,2,Promising,7
USR01368,0,18.0,14,14194.29,4,3,3,Loyal,10
USR01369,0,38.0,15,18690.73,3,3,3,Loyal,9
USR01370,0,23.0,14,11938.5,4,3,3,Loyal,10
USR01371,0,27.0,9,7200.01,4,2,2,Promising,8
USR01372,0,40.0,10,8561.98,3,3,2,Promising,8
USR01373,0,24.0,21,31713.5,4,4,3,Champion,11
USR01374,0,50.0,16,21236.18,3,3,3,Loyal,9
USR01375,0,28.0,8,7803.59,4,2,2,Promising,8
USR01376,0,35.0,11,10642.23,3,3,3,Loyal,9
USR01377,0,20.0,16,17652.69,4,3,3,Loyal,10
USR01378,0,13.0,21,22934.92,4,4,3,Champion,11
USR01379,0,21.0,23,30314.03,4,4,3,Champion,11
USR01380,0,6.0,6,3087.76,4,2,2,Promising,8
USR01381,0,39.0,16,15368.24,3,3,3,Loyal,9
USR01382,0,20.0,16,22684.18,4,3,3,Loyal,10
USR01383,0,24.0,11,17016.11,4,3,3,Loyal,10
USR01384,0,13.0,16,16362.5,4,3,3,Loyal,10
USR01385,0,8.0,19,24434.29,4,3,3,Loyal,10
USR01386,0,42.0,12,12958.8,3,3,3,Loyal,9
USR01387,0,9.0,17,27828.65,4,3,3,Loyal,10
USR01388,0,40.0,17,21555.76,3,3,3,Loyal,9
USR01389,0,67.0,16,23582.89,3,3,3,Loyal,9
USR01390,0,25.0,21,17381.97,4,4,3,Champion,11
USR01391,0,31.0,13,22980.56,3,3,3,Loyal,9
USR01392,0,36.0,15,14531.49,3,3,3,Loyal,9
USR01393,0,83.0,10,7242.28,3,3,2,Promising,8
USR01394,0,31.0,13,14869.09,3,3,3,Loyal,9
USR01395,0,29.0,11,8358.29,4,3,2,Loyal,9
USR01396,1,128.0,6,1607.87,2,2,2,At Risk,6
USR01397,0,26.0,12,16311.32,4,3,3,Loyal,10
USR01398,0,12.0,18,16975.71,4,3,3,Loyal,10
USR01399,0,13.0,16,19779.05,4,3,3,Loyal,10
USR01400,0,33.0,13,14666.94,3,3,3,Loyal,9
USR01401,0,42.0,13,23271.19,3,3,3,Loyal,9
USR01402,0,13.0,9,17116.82,4,2,3,Loyal,9
USR01403,0,9.0,10,16334.57,4,3,3,Loyal,10
USR01404,0,12.0,13,13984.28,4,3,3,Loyal,10
USR01405,0,42.0,18,18572.69,3,3,3,Loyal,9
USR01406,1,68.0,6,1216.31,3,2,2,Promising,7
USR01407,0,37.0,11,11832.23,3,3,3,Loyal,9
USR01408,0,24.0,18,27199.77,4,3,3,Loyal,10
USR01409,0,16.0,18,17298.48,4,3,3,Loyal,10
USR01410,0,33.0,19,28592.3,3,3,3,Loyal,9
USR01411,0,40.0,19,18779.0,3,3,3,Loyal,9
USR01412,0,36.0,13,13391.49,3,3,3,Loyal,9
USR01413,0,36.0,10,13913.7,3,3,3,Loyal,9
USR01414,0,28.0,11,9733.08,4,3,2,Loyal,9
USR01415,0,27.0,15,17842.86,4,3,3,Loyal,10
USR01416,1,112.0,7,1637.85,2,2,2,At Risk,6
USR01417,0,23.0,12,11390.92,4,3,3,Loyal,10
USR01418,0,31.0,15,14436.86,3,3,3,Loyal,9
USR01419,1,109.0,9,6353.73,2,2,2,At Risk,6
USR01420,0,22.0,11,7110.26,4,3,2,Loyal,9
USR01421,0,55.0,10,8218.23,3,3,2,Promising,8
USR01422,0,38.0,19,14510.02,3,3,3,Loyal,9
USR01423,0,12.0,9,15408.37,4,2,3,Loyal,9
USR01424,0,26.0,17,10857.62,4,3,3,Loyal,10
USR01425,0,11.0,19,23845.65,4,3,3,Loyal,10
USR01426,0,6.0,12,8095.41,4,3,2,Loyal,9
USR01427,0,22.0,14,9326.23,4,3,2,Loyal,9
USR01428,0,22.0,14,23342.62,4,3,3,Loyal,10
USR01429,0,30.0,20,26370.41,4,4,3,Champion,11
USR01430,0,21.0,11,13983.14,4,3,3,Loyal,10
USR01431,0,26.0,15,19097.37,4,3,3,Loyal,10
USR01432,0,28.0,13,21069.58,4,3,3,Loyal,10
USR01433,0,44.0,13,14492.59,3,3,3,Loyal,9
USR01434,0,20.0,17,20326.47,4,3,3,Loyal,10
USR01435,0,19.0,13,17882.55,4,3,3,Loyal,10
USR01436,0,13.0,15,20014.47,4,3,3,Loyal,10
USR01437,0,12.0,24,34733.02,4,4,3,Champion,11
USR01438,0,5.0,14,12642.57,4,3,3,Loyal,10
USR01439,0,17.0,17,20866.15,4,3,3,Loyal,10
USR01440,0,15.0,14,13273.64,4,3,3,Loyal,10
USR01441,0,32.0,14,13087.25,3,3,3,Loyal,9
USR01442,0,29.0,11,10105.58,4,3,3,Loyal,10
USR01443,0,32.0,12,11721.18,3,3,3,Loyal,9
USR01444,0,29.0,19,21858.16,4,3,3,Loyal,10
USR01445,0,32.0,20,19837.1,3,4,3,Loyal,10
USR01446,0,9.0,15,12845.51,4,3,3,Loyal,10
USR01447,0,22.0,15,15003.93,4,3,3,Loyal,10
USR01448,0,33.0,8,7695.69,3,2,2,Promising,7
USR01449,0,54.0,11,19698.92,3,3,3,Loyal,9
USR01450,0,18.0,17,17426.91,4,3,3,Loyal,10
USR01451,0,36.0,12,19570.0,3,3,3,Loyal,9
USR01452,0,15.0,14,14415.16,4,3,3,Loyal,10
USR01453,1,142.0,11,3903.33,2,3,2,Promising,7
USR01454,0,25.0,15,13883.76,4,3,3,Loyal,10
USR01455,0,32.0,13,12401.58,3,3,3,Loyal,9
USR01456,0,21.0,14,16875.46,4,3,3,Loyal,10
USR01457,0,16.0,16,25826.64,4,3,3,Loyal,10
USR01458,0,26.0,12,11540.3,4,3,3,Loyal,10
USR01459,0,60.0,10,9501.58,3,3,2,Promising,8
USR01460,0,11.0,18,25943.4,4,3,3,Loyal,10
USR01461,0,61.0,16,30674.06,3,3,3,Loyal,9
USR01462,0,53.0,9,12413.44,3,2,3,Promising,8
USR01463,0,38.0,8,8113.52,3,2,2,Promising,7
USR01464,1,67.0,5,4942.93,3,2,2,Promising,7
USR01465,0,26.0,13,16393.68,4,3,3,Loyal,10
USR01466,0,23.0,15,22085.75,4,3,3,Loyal,10
USR01467,0,27.0,19,29585.81,4,3,3,Loyal,10
USR01468,0,40.0,14,14517.1,3,3,3,Loyal,9
USR01469,0,18.0,23,31551.39,4,4,3,Champion,11
USR01470,0,35.0,14,11549.58,3,3,3,Loyal,9
USR01471,1,121.0,4,2052.23,2,2,2,At Risk,6
USR01472,0,11.0,10,14469.42,4,3,3,Loyal,10
USR01473,0,5.0,16,20386.3,4,3,3,Loyal,10
USR01474,0,32.0,12,9761.51,3,3,2,Promising,8
USR01475,0,26.0,15,20627.93,4,3,3,Loyal,10
USR01476,0,37.0,13,15423.15,3,3,3,Loyal,9
USR01477,0,22.0,24,21579.07,4,4,3,Champion,11
USR01478,0,21.0,20,29969.46,4,4,3,Champion,11
USR01479,0,13.0,18,24608.9,4,3,3,Loyal,10
USR01480,0,18.0,18,23573.33,4,3,3,Loyal,10
USR01481,0,37.0,11,13131.38,3,3,3,Loyal,9
USR01482,0,38.0,12,13075.07,3,3,3,Loyal,9
USR01483,0,24.0,16,25760.4,4,3,3,Loyal,10
USR01484,0,35.0,15,16542.92,3,3,3,Loyal,9
USR01485,0,5.0,14,23427.39,4,3,3,Loyal,10
USR01486,0,17.0,17,20030.96,4,3,3,Loyal,10
USR01487,0,12.0,17,14240.42,4,3,3,Loyal,10
USR01488,0,7.0,20,26211.57,4,4,3,Champion,11
USR01489,0,24.0,16,14002.77,4,3,3,Loyal,10
USR01490,0,12.0,15,20420.22,4,3,3,Loyal,10
USR01491,0,15.0,13,15827.96,4,3,3,Loyal,10
USR01492,0,16.0,16,36947.12,4,3,3,Loyal,10
USR01493,0,21.0,13,12505.01,4,3,3,Loyal,10
USR01494,0,5.0,10,8852.54,4,3,2,Loyal,9
USR01495,0,12.0,14,22191.48,4,3,3,Loyal,10
USR01496,0,34.0,14,12228.59,3,3,3,Loyal,9
USR01497,0,17.0,13,15769.55,4,3,3,Loyal,10
USR01498,0,47.0,16,17001.52,3,3,3,Loyal,9
USR01499,0,15.0,13,28807.65,4,3,3,Loyal,10
USR01500,0,20.0,12,17285.69,4,3,3,Loyal,10
USR01501,1,25.0,7,4732.17,4,2,2,Promising,8
USR01502,0,20.0,15,18157.73,4,3,3,Loyal,10
USR01503,0,24.0,19,24921.98,4,3,3,Loyal,10
USR01504,0,18.0,14,13920.4,4,3,3,Loyal,10
USR01505,0,7.0,11,7868.79,4,3,2,Loyal,9
USR01506,0,28.0,15,22712.4,4,3,3,Loyal,10
USR01507,0,18.0,10,14657.15,4,3,3,Loyal,10
USR01508,0,25.0,10,10127.81,4,3,3,Loyal,10
USR01509,0,13.0,15,13762.77,4,3,3,Loyal,10
USR01510,0,18.0,12,17935.03,4,3,3,Loyal,10
USR01511,0,38.0,11,25926.13,3,3,3,Loyal,9
USR01512,0,35.0,18,15859.41,3,3,3,Loyal,9
USR01513,0,17.0,17,15125.79,4,3,3,Loyal,10
USR01514,0,8.0,10,16762.35,4,3,3,Loyal,10
USR01515,0,26.0,18,30841.73,4,3,3,Loyal,10
USR01516,0,14.0,15,13508.98,4,3,3,Loyal,10
USR01517,0,31.0,10,12699.5,3,3,3,Loyal,9
USR01518,0,23.0,15,19926.03,4,3,3,Loyal,10
USR01519,0,22.0,16,21185.47,4,3,3,Loyal,10
USR01520,1,79.0,4,1065.27,3,2,2,Promising,7
USR01521,0,14.0,17,18736.41,4,3,3,Loyal,10
USR01522,0,19.0,11,7254.95,4,3,2,Loyal,9
USR01523,0,26.0,13,9240.3,4,3,2,Loyal,9
USR01524,0,46.0,15,22074.04,3,3,3,Loyal,9
USR01525,0,45.0,16,17763.63,3,3,3,Loyal,9
USR01526,0,44.0,11,9883.27,3,3,2,Promising,8
USR01527,0,12.0,12,16581.77,4,3,3,Loyal,10
USR01528,0,29.0,15,22147.93,4,3,3,Loyal,10
USR01529,0,65.0,9,8881.04,3,2,2,Promising,7
USR01530,0,24.0,17,14850.78,4,3,3,Loyal,10
USR01531,0,14.0,12,13644.22,4,3,3,Loyal,10
USR01532,0,18.0,19,23249.72,4,3,3,Loyal,10
USR01533,0,33.0,10,5492.97,3,3,2,Promising,8
USR01534,0,25.0,17,13108.28,4,3,3,Loyal,10
USR01535,0,11.0,13,23834.82,4,3,3,Loyal,10
USR01536,0,34.0,12,12190.55,3,3,3,Loyal,9
USR01537,0,31.0,12,25601.25,3,3,3,Loyal,9
USR01538,0,17.0,15,16941.8,4,3,3,Loyal,10
USR01539,0,16.0,12,11532.75,4,3,3,Loyal,10
USR01540,0,6.0,16,16781.84,4,3,3,Loyal,10
USR01541,0,11.0,16,20878.44,4,3,3,Loyal,10
USR01542,0,49.0,15,19113.92,3,3,3,Loyal,9
USR01543,0,34.0,11,16865.58,3,3,3,Loyal,9
USR01544,0,18.0,21,27524.52,4,4,3,Champion,11
USR01545,0,30.0,16,23361.06,4,3,3,Loyal,10
USR01546,0,38.0,13,25937.31,3,3,3,Loyal,9
USR01547,0,27.0,14,17938.56,4,3,3,Loyal,10
USR01548,0,61.0,7,11040.97,3,2,3,Promising,8
USR01549,0,26.0,20,32122.29,4,4,3,Champion,11
USR01550,0,12.0,8,17904.43,4,2,3,Loyal,9
USR01551,0,62.0,12,16865.06,3,3,3,Loyal,9
USR01552,0,35.0,12,27301.98,3,3,3,Loyal,9
USR01553,0,27.0,18,24589.12,4,3,3,Loyal,10
USR01554,0,19.0,17,20558.0,4,3,3,Loyal,10
USR01555,0,12.0,16,29089.28,4,3,3,Loyal,10
USR01556,0,16.0,15,29547.45,4,3,3,Loyal,10
USR01557,0,23.0,16,27541.65,4,3,3,Loyal,10
USR01558,0,20.0,17,27459.94,4,3,3,Loyal,10
USR01559,0,27.0,16,20722.18,4,3,3,Loyal,10
USR01560,0,22.0,16,21181.32,4,3,3,Loyal,10
USR01561,0,38.0,9,9407.95,3,2,2,Promising,7
USR01562,0,53.0,15,16559.09,3,3,3,Loyal,9
USR01563,0,17.0,12,16191.19,4,3,3,Loyal,10
USR01564,0,17.0,11,15527.61,4,3,3,Loyal,10
USR01565,0,14.0,16,10432.18,4,3,3,Loyal,10
USR01566,0,7.0,9,5806.55,4,2,2,Promising,8
USR01567,0,23.0,13,15390.93,4,3,3,Loyal,10
USR01568,0,30.0,19,19661.2,4,3,3,Loyal,10
USR01569,0,9.0,13,16447.37,4,3,3,Loyal,10
USR01570,0,23.0,14,37917.49,4,3,3,Loyal,10
USR01571,0,14.0,13,11667.63,4,3,3,Loyal,10
USR01572,0,34.0,14,17439.31,3,3,3,Loyal,9
USR01573,0,22.0,9,10007.38,4,2,3,Loyal,9
USR01574,1,56.0,6,4177.5,3,2,2,Promising,7
USR01575,0,35.0,15,21422.35,3,3,3,Loyal,9
USR01576,0,30.0,14,16934.45,4,3,3,Loyal,10
USR01577,0,3.0,17,15132.19,4,3,3,Loyal,10
USR01578,0,22.0,21,30991.73,4,4,3,Champion,11
USR01579,1,58.0,10,7624.29,3,3,2,Promising,8
USR01580,0,22.0,10,9938.25,4,3,2,Loyal,9
USR01581,0,26.0,12,17697.22,4,3,3,Loyal,10
USR01582,0,19.0,15,18464.1,4,3,3,Loyal,10
USR01583,0,11.0,19,25774.54,4,3,3,Loyal,10
USR01584,0,30.0,12,17250.19,4,3,3,Loyal,10
USR01585,0,22.0,7,8824.03,4,2,2,Promising,8
USR01586,0,86.0,10,16739.71,3,3,3,Loyal,9
USR01587,0,5.0,13,11587.82,4,3,3,Loyal,10
USR01588,0,21.0,12,16791.91,4,3,3,Loyal,10
USR01589,0,45.0,13,12160.65,3,3,3,Loyal,9
USR01590,0,12.0,15,18853.44,4,3,3,Loyal,10
USR01591,0,30.0,11,13117.38,4,3,3,Loyal,10
USR01592,0,48.0,15,19344.4,3,3,3,Loyal,9
USR01593,0,24.0,16,18073.73,4,3,3,Loyal,10
USR01594,0,55.0,13,16099.33,3,3,3,Loyal,9
USR01595,0,6.0,13,18929.16,4,3,3,Loyal,10
USR01596,0,48.0,6,4591.12,3,2,2,Promising,7
USR01597,0,8.0,12,8430.8,4,3,2,Loyal,9
USR01598,0,65.0,10,10518.52,3,3,3,Loyal,9
USR01599,0,22.0,20,25192.67,4,4,3,Champion,11
USR01600,0,32.0,15,26082.02,3,3,3,Loyal,9
USR01601,0,22.0,13,20820.15,4,3,3,Loyal,10
USR01602,0,28.0,8,8368.49,4,2,2,Promising,8
USR01603,0,19.0,20,23213.22,4,4,3,Champion,11
USR01604,1,56.0,7,1985.33,3,2,2,Promising,7
USR01605,0,27.0,19,21052.02,4,3,3,Loyal,10
USR01606,0,92.0,10,12931.17,2,3,3,Promising,8
USR01607,0,13.0,18,17090.77,4,3,3,Loyal,10
USR01608,0,33.0,19,25111.38,3,3,3,Loyal,9
USR01609,0,25.0,9,14430.11,4,2,3,Loyal,9
USR01610,0,10.0,15,16072.98,4,3,3,Loyal,10
USR01611,0,15.0,15,14429.12,4,3,3,Loyal,10
USR01612,0,21.0,13,15596.29,4,3,3,Loyal,10
USR01613,1,163.0,5,3227.25,2,2,2,At Risk,6
USR01614,1,6.0,8,5743.3,4,2,2,Promising,8
USR01615,0,23.0,15,13776.53,4,3,3,Loyal,10
USR01616,0,41.0,13,14809.13,3,3,3,Loyal,9
USR01617,0,46.0,8,7937.52,3,2,2,Promising,7
USR01618,0,25.0,14,24293.53,4,3,3,Loyal,10
USR01619,1,36.0,5,1600.97,3,2,2,Promising,7
USR01620,0,19.0,15,20293.0,4,3,3,Loyal,10
USR01621,0,40.0,12,14161.53,3,3,3,Loyal,9
USR01622,0,31.0,14,15705.92,3,3,3,Loyal,9
USR01623,0,23.0,12,12231.63,4,3,3,Loyal,10
USR01624,0,16.0,12,10606.96,4,3,3,Loyal,10
USR01625,0,22.0,9,12019.93,4,2,3,Loyal,9
USR01626,0,41.0,7,4532.16,3,2,2,Promising,7
USR01627,0,32.0,17,14763.19,3,3,3,Loyal,9
USR01628,0,16.0,13,20539.18,4,3,3,Loyal,10
USR01629,0,22.0,13,23668.29,4,3,3,Loyal,10
USR01630,0,10.0,13,16150.3,4,3,3,Loyal,10
USR01631,0,9.0,9,9001.73,4,2,2,Promising,8
USR01632,0,33.0,14,10946.98,3,3,3,Loyal,9
USR01633,0,26.0,16,15010.98,4,3,3,Loyal,10
USR01634,0,42.0,9,8934.6,3,2,2,Promising,7
USR01635,0,34.0,20,33515.6,3,4,3,Loyal,10
USR01636,0,20.0,19,25907.06,4,3,3,Loyal,10
USR01637,0,28.0,12,10928.83,4,3,3,Loyal,10
USR01638,0,14.0,16,16797.41,4,3,3,Loyal,10
USR01639,0,59.0,16,16362.54,3,3,3,Loyal,9
USR01640,0,15.0,9,8875.39,4,2,2,Promising,8
USR01641,0,13.0,22,28469.99,4,4,3,Champion,11
USR01642,0,13.0,8,19798.48,4,2,3,Loyal,9
USR01643,0,31.0,16,19326.01,3,3,3,Loyal,9
USR01644,0,27.0,11,15335.6,4,3,3,Loyal,10
USR01645,0,13.0,15,18140.89,4,3,3,Loyal,10
USR01646,0,41.0,9,10058.7,3,2,3,Promising,8
USR01647,0,17.0,22,26018.46,4,4,3,Champion,11
USR01648,0,33.0,9,11995.69,3,2,3,Promising,8
USR01649,0,22.0,15,22848.18,4,3,3,Loyal,10
USR01650,0,12.0,9,9218.56,4,2,2,Promising,8
USR01651,0,20.0,15,20142.67,4,3,3,Loyal,10
USR01652,0,26.0,16,14275.88,4,3,3,Loyal,10
USR01653,0,25.0,17,26704.25,4,3,3,Loyal,10
USR01654,0,13.0,10,17045.13,4,3,3,Loyal,10
USR01655,0,25.0,9,3849.26,4,2,2,Promising,8
USR01656,0,8.0,13,19942.6,4,3,3,Loyal,10
USR01657,1,94.0,10,4619.08,2,3,2,Promising,7
USR01658,0,22.0,26,27597.94,4,4,3,Champion,11
USR01659,0,26.0,9,9667.1,4,2,2,Promising,8
USR01660,1,6.0,9,5464.93,4,2,2,Promising,8
USR01661,0,19.0,23,28033.78,4,4,3,Champion,11
USR01662,0,26.0,10,12635.84,4,3,3,Loyal,10
USR01663,0,16.0,8,8137.92,4,2,2,Promising,8
USR01664,0,32.0,10,12057.47,3,3,3,Loyal,9
USR01665,0,48.0,14,14001.72,3,3,3,Loyal,9
USR01666,1,111.0,7,4096.3,2,2,2,At Risk,6
USR01667,0,55.0,6,4249.8,3,2,2,Promising,7
USR01668,0,58.0,13,10232.51,3,3,3,Loyal,9
USR01669,0,7.0,17,18279.09,4,3,3,Loyal,10
USR01670,0,16.0,13,10654.11,4,3,3,Loyal,10
USR01671,0,20.0,16,13165.12,4,3,3,Loyal,10
USR01672,0,13.0,17,18413.98,4,3,3,Loyal,10
USR01673,0,14.0,16,15213.41,4,3,3,Loyal,10
USR01674,0,5.0,14,13442.39,4,3,3,Loyal,10
USR01675,0,30.0,5,5949.27,4,2,2,Promising,8
USR01676,1,26.0,11,4871.72,4,3,2,Loyal,9
USR01677,0,13.0,17,18981.94,4,3,3,Loyal,10
USR01678,0,13.0,19,25689.63,4,3,3,Loyal,10
USR01679,0,14.0,15,18009.03,4,3,3,Loyal,10
USR01680,0,22.0,7,8549.63,4,2,2,Promising,8
USR01681,0,32.0,11,15464.99,3,3,3,Loyal,9
USR01682,0,19.0,10,18744.71,4,3,3,Loyal,10
USR01683,0,27.0,12,18036.22,4,3,3,Loyal,10
USR01684,0,21.0,10,13436.63,4,3,3,Loyal,10
USR01685,0,27.0,18,21549.24,4,3,3,Loyal,10
USR01686,0,102.0,5,5417.0,2,2,2,At Risk,6
USR01687,0,14.0,18,21529.38,4,3,3,Loyal,10
USR01688,0,23.0,13,22452.89,4,3,3,Loyal,10
USR01689,0,24.0,15,18507.73,4,3,3,Loyal,10
USR01690,0,36.0,17,22473.22,3,3,3,Loyal,9
USR01691,0,16.0,22,31660.9,4,4,3,Champion,11
USR01692,0,37.0,10,7788.92,3,3,2,Promising,8
USR01693,0,22.0,15,19564.7,4,3,3,Loyal,10
USR01694,0,5.0,14,27445.8,4,3,3,Loyal,10
USR01695,0,42.0,12,15508.98,3,3,3,Loyal,9
USR01696,0,47.0,10,18603.51,3,3,3,Loyal,9
USR01697,0,10.0,17,18279.11,4,3,3,Loyal,10
USR01698,0,21.0,17,13945.06,4,3,3,Loyal,10
USR01699,0,17.0,14,10814.96,4,3,3,Loyal,10
USR01700,0,19.0,7,12044.68,4,2,3,Loyal,9
USR01701,0,33.0,17,25534.75,3,3,3,Loyal,9
USR01702,0,33.0,12,22697.13,3,3,3,Loyal,9
USR01703,0,13.0,15,19522.46,4,3,3,Loyal,10
USR01704,0,47.0,15,23981.64,3,3,3,Loyal,9
USR01705,0,25.0,15,18037.16,4,3,3,Loyal,10
USR01706,0,23.0,15,19829.07,4,3,3,Loyal,10
USR01707,0,36.0,14,13436.22,3,3,3,Loyal,9
USR01708,0,43.0,6,3417.29,3,2,2,Promising,7
USR01709,0,10.0,13,11161.47,4,3,3,Loyal,10
USR01710,0,15.0,21,23662.52,4,4,3,Champion,11
USR01711,1,76.0,7,5330.55,3,2,2,Promising,7
USR01712,0,18.0,16,10829.36,4,3,3,Loyal,10
USR01713,0,16.0,18,27350.69,4,3,3,Loyal,10
USR01714,0,24.0,13,12066.34,4,3,3,Loyal,10
USR01715,0,40.0,13,13414.57,3,3,3,Loyal,9
USR01716,0,13.0,13,13396.96,4,3,3,Loyal,10
USR01717,0,40.0,14,12496.67,3,3,3,Loyal,9
USR01718,0,39.0,11,14299.36,3,3,3,Loyal,9
USR01719,0,34.0,16,26282.73,3,3,3,Loyal,9
USR01720,0,34.0,9,10854.73,3,2,3,Promising,8
USR01721,0,10.0,22,29191.91,4,4,3,Champion,11
USR01722,0,54.0,10,6479.89,3,3,2,Promising,8
USR01723,1,11.0,12,7884.29,4,3,2,Loyal,9
USR01724,0,16.0,17,21047.02,4,3,3,Loyal,10
USR01725,0,33.0,16,13899.29,3,3,3,Loyal,9
USR01726,0,25.0,17,15040.79,4,3,3,Loyal,10
USR01727,0,30.0,13,14609.96,4,3,3,Loyal,10
USR01728,0,34.0,8,9975.73,3,2,2,Promising,7
USR01729,0,11.0,15,7985.86,4,3,2,Loyal,9
USR01730,0,11.0,18,36345.42,4,3,3,Loyal,10
USR01731,0,15.0,16,13465.33,4,3,3,Loyal,10
USR01732,0,24.0,14,13803.54,4,3,3,Loyal,10
USR01733,0,38.0,29,28183.07,3,4,3,Loyal,10
USR01734,1,92.0,8,2384.79,2,2,2,At Risk,6
USR01735,0,70.0,10,6913.43,3,3,2,Promising,8
USR01736,0,8.0,18,13880.06,4,3,3,Loyal,10
USR01737,0,18.0,16,24416.68,4,3,3,Loyal,10
USR01738,0,25.0,12,21057.36,4,3,3,Loyal,10
USR01739,0,24.0,11,4712.29,4,3,2,Loyal,9
USR01740,0,14.0,13,14968.18,4,3,3,Loyal,10
USR01741,0,15.0,9,8472.53,4,2,2,Promising,8
USR01742,0,21.0,14,13423.47,4,3,3,Loyal,10
USR01743,0,14.0,11,6414.39,4,3,2,Loyal,9
USR01744,1,60.0,10,6107.29,3,3,2,Promising,8
USR01745,0,24.0,15,15506.41,4,3,3,Loyal,10
USR01746,0,21.0,19,21253.91,4,3,3,Loyal,10
